n,o,l
hautes_pyrenees,0.29144943,0.0
paris,209.06099,49.0
loire,2.9558034,1.0
landes,0.871508,0.0
charente_maritime,6.187323,0.0
ardeche,5.583304,0.0
doubs,20.693071,0.0
aube,19.027668,0.0
essonne,83.3414,45.0
meurthe_et_moselle,8.414733,0.0
drome,13.974955,0.0
dordogne,4.7788033,0.0
moselle,13.826873,0.0
tarn,2.000989,0.0
lot,4.707172,0.0
hauts_de_seine,162.72885,24.0
pas_de_calais,10.73749,0.0
marne,14.6774435,0.0
puy_de_dome,8.981077,1.0
mayenne,1.1100346,0.0
val_de_marne,62.086464,13.0
pyrenees_atlantiques,27.68192,0.0
bas_rhin,10.822171,0.0
herault,102.27348,3.0
bouches_du_rhone,204.39505,3.0
alpes_maritimes,10.458776,0.0
charente,2.578065,0.0
eure,12.852022,0.0
correze,1.8593775,0.0
haute_savoie,39.94374,0.0
seine_et_marne,40.87104,8.0
rhone,24.708809,0.0
ain,0.34305695,0.0
haute_garonne,14.175625,2.0
jura,5.968598,0.0
saone_et_loire,6.8695407,0.0
indre,11.100515,0.0
pyrenees_orientales,0.09817198,0.0
ardennes,0.96524113,0.0
haut_rhin,29.720451,12.0
haute_saone,13.484323,0.0
meuse,5.087471,0.0
isere,14.612804,0.0
territoire_de_belfort,11.25951,0.0
cher,19.47497,5.0
loir_et_cher,9.8250885,0.0
seine_maritime,30.456669,0.0
val_d'oise,135.91963,19.0
aisne,8.819303,0.0
oise,59.477345,11.0
cote_d'or,10.292094,0.0
vosges,24.760622,0.0
nord,14.782549,0.0
gironde,21.343746,0.0
yonne,1.3182949,0.0
lot_et_garonne,2.3193269,0.0
yvelines,55.310997,4.0
gers,5.0707088,0.0
savoie,3.8245382,0.0
loire_atlantique,6.285265,0.0
alpes_de_haute_provence,4.6816177,0.0
haute_marne,3.433899,0.0
eure_et_loir,17.974789,0.0
seine_saint_denis,121.25041,23.0
maine_et_loire,0.5410752,0.0
manche,10.1251545,0.0
calvados,18.930466,0.0
somme,10.770156,0.0
nievre,1.9774762,0.0
vienne,1.043265,0.0
cantal,1.1690258,2.0
tarn_et_garonne,2.2617564,0.0
haute_loire,0.29779437,0.0
indre_et_loire,6.875158,0.0
vaucluse,26.914284,2.0
var,16.654406,0.0
orne,5.771439,0.0
haute_vienne,5.1852117,0.0
aude,8.099343,0.0
loiret,17.37194,0.0
gard,9.908541,0.0
