n,o,l
hautes_pyrenees,2.7575116,10.0
paris,151.20966,123.0
loire,0.0,1.0
landes,0.11675578,2.0
charente_maritime,2.4564633,10.0
ardeche,1.5484889,2.0
doubs,4.424295,13.0
aube,12.075314,12.0
essonne,63.988377,59.0
meurthe_et_moselle,6.5468,2.0
drome,0.9221732,7.0
dordogne,0.0,1.0
moselle,30.168297,12.0
tarn,0.1095296,1.0
lot,0.0,3.0
hauts_de_seine,119.31707,96.0
pas_de_calais,8.823477,20.0
marne,13.292463,11.0
puy_de_dome,5.281624,10.0
mayenne,0.0,0.0
val_de_marne,71.66432,87.0
pyrenees_atlantiques,23.556105,5.0
bas_rhin,4.0476418,23.0
herault,44.60181,47.0
bouches_du_rhone,138.4429,153.0
alpes_maritimes,15.151469,7.0
charente,0.0,3.0
eure,7.7534065,20.0
correze,0.0,2.0
haute_savoie,20.658474,15.0
seine_et_marne,53.90877,57.0
rhone,6.084264,36.0
ain,3.2060716,2.0
haute_garonne,10.573397,12.0
jura,0.66871774,12.0
saone_et_loire,5.1960335,26.0
indre,10.514887,21.0
pyrenees_orientales,0.0,1.0
ardennes,1.0581576,1.0
haut_rhin,57.44649,34.0
haute_saone,3.819015,10.0
meuse,0.43333203,0.0
isere,1.295551,4.0
territoire_de_belfort,1.876015,5.0
cher,9.158862,6.0
loir_et_cher,0.0,0.0
seine_maritime,11.694859,26.0
val_d'oise,64.79285,47.0
aisne,17.868595,33.0
oise,55.21568,44.0
cote_d'or,1.5667305,7.0
vosges,20.342056,31.0
nord,6.7382007,13.0
gironde,17.403463,18.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,42.272396,31.0
gers,1.6726904,3.0
savoie,0.15180077,4.0
loire_atlantique,0.62268424,2.0
alpes_de_haute_provence,0.48194453,3.0
haute_marne,0.33222485,0.0
eure_et_loir,18.624048,46.0
seine_saint_denis,100.9511,96.0
maine_et_loire,0.0,1.0
manche,2.8932898,6.0
calvados,3.5902464,6.0
somme,11.47353,23.0
nievre,2.1807818,3.0
vienne,0.0,1.0
cantal,0.0,0.0
tarn_et_garonne,0.11432287,2.0
haute_loire,0.0,1.0
indre_et_loire,3.1422958,5.0
vaucluse,14.799183,26.0
var,7.9134417,6.0
orne,0.027883226,4.0
haute_vienne,0.49600196,1.0
aude,5.7747107,2.0
loiret,16.64834,18.0
gard,9.385384,5.0
