n,o,l
E06000013,5.325492,8.0
E06000054,14.5315695,10.0
E08000027,28.994099,18.0
E10000024,39.82465,34.0
E06000042,17.424618,14.0
E09000023,35.131866,35.0
E08000010,19.097054,13.0
E09000020,21.73531,16.0
E06000051,15.628287,13.0
E10000014,78.982254,71.0
E06000057,7.323523,4.0
E06000005,12.309816,40.0
E06000055,11.983751,14.0
E08000008,13.868978,14.0
E08000019,78.660286,63.0
E08000005,15.399495,16.0
E08000021,30.1395,41.0
E08000033,11.908619,6.0
E09000016,18.404621,29.0
E08000031,26.973417,19.0
E09000006,41.50345,49.0
E06000045,16.592754,14.0
E06000034,12.591129,10.0
E10000003,24.664642,13.0
E06000052,15.331345,21.0
E08000034,19.013859,24.0
E09000027,21.253576,15.0
E06000016,0.98599875,33.0
E06000006,11.190428,8.0
E08000024,22.076279,44.0
E10000006,60.269558,74.0
E08000013,23.677761,29.0
E09000018,26.778816,32.0
E06000021,12.785704,17.0
E06000002,16.527931,23.0
E09000009,6.52964,5.0
E06000009,41.740704,27.0
E10000021,40.69994,54.0
E10000027,10.1064,8.0
E10000002,25.845577,19.0
E10000018,20.026693,45.0
E09000001,3.5130513,0.0
E10000007,39.869576,51.0
E08000026,26.225414,28.0
E10000015,81.32092,84.0
E08000023,12.0962715,9.0
E06000049,17.42341,31.0
E08000003,28.057209,28.0
E08000025,119.69789,108.0
E09000029,24.647469,37.0
E09000017,27.120945,21.0
E09000002,16.915737,21.0
E10000032,30.928005,25.0
E10000020,29.577808,22.0
E08000022,11.291605,35.0
E08000004,19.825127,22.0
E08000007,20.26022,33.0
E06000056,13.852253,16.0
E06000033,13.910921,16.0
E10000030,83.38119,92.0
E06000040,9.088135,9.0
E10000008,16.782593,25.0
E09000021,20.919266,28.0
E08000014,20.884567,9.0
E06000014,5.0000153,12.0
E10000016,73.38678,111.0
E06000008,9.755442,8.0
E10000023,25.40665,32.0
E10000017,76.07118,91.0
E09000015,39.85085,23.0
E08000011,18.297821,18.0
E06000041,14.779563,14.0
E08000035,30.09756,31.0
E06000035,16.042297,33.0
E10000011,18.134308,21.0
E06000012,5.564874,5.0
E06000047,21.515535,52.0
E06000007,15.59806,17.0
E10000029,20.504963,29.0
E06000030,6.891164,8.0
E06000038,12.772238,14.0
E08000009,18.23299,28.0
E06000011,11.7143135,9.0
E08000015,22.405458,18.0
E06000043,13.004011,19.0
E10000025,36.93714,41.0
E06000018,13.905725,16.0
E10000013,30.779272,34.0
E08000037,24.180962,33.0
E08000002,16.133862,16.0
E06000026,8.344369,8.0
E06000017,1.8576108,0.0
E06000027,5.2531924,3.0
E06000022,7.2565265,5.0
E10000031,36.837673,29.0
E06000024,8.558257,8.0
E06000046,2.7914546,7.0
E09000026,26.480923,22.0
E06000050,20.750788,29.0
E06000059,12.134498,15.0
E06000031,6.8504424,6.0
E10000019,27.00851,33.0
E06000044,1.9219471,6.0
E09000008,52.081886,55.0
E08000030,31.15229,36.0
E10000012,82.08455,108.0
E09000022,50.2861,49.0
E06000003,10.97781,11.0
E06000004,14.0402355,13.0
E08000018,27.368006,22.0
E08000036,15.652098,17.0
E09000003,57.030212,37.0
E08000016,21.588966,26.0
E09000004,21.922424,29.0
E08000001,14.467703,25.0
E08000012,44.737583,46.0
E06000032,18.797,17.0
E09000005,62.315044,56.0
E10000034,40.140728,34.0
E06000001,4.3364825,3.0
E08000032,24.258701,21.0
E06000015,26.080944,30.0
E06000037,10.24902,14.0
E09000010,27.417433,26.0
E06000039,13.136076,11.0
E08000017,20.684761,17.0
E10000028,49.132206,54.0
E06000020,10.850119,4.0
E06000036,5.1929803,10.0
