n,o,l
avila,27.421486,55.0
cadiz,18.114136,3.0
ciudad_real,66.04769,204.0
soria,38.428226,19.0
huelva,17.031364,2.0
bizkaia,82.28507,60.0
jaen,19.51831,16.0
guadalajara,34.554165,49.0
badajoz,20.888494,9.0
leon,50.06,70.0
malaga,34.181904,16.0
segovia,38.18547,30.0
albacete,29.059847,85.0
gipuzkoa,24.794199,3.0
alicante,31.92703,67.0
burgos,34.654533,15.0
tarragona,29.910479,3.0
cuenca,51.55276,43.0
valladolid,31.702412,95.0
toledo,28.086075,34.0
caceres,27.116144,89.0
araba/alava,78.62252,6.0
girona,68.04994,22.0
zamora,521.213,260.0
cordoba,15.53198,6.0
barcelona,18.402992,9.0
lleida,27.206722,2.0
castellon,33.923317,49.0
valencia,80.89923,133.0
granada,45.474888,85.0
salamanca,47.867374,69.0
almeria,17.319118,0.0
palencia,24.843967,63.0
sevilla,24.456182,9.0
