n,o,l
E06000013,1.6157572,10.0
E06000054,17.801382,10.0
E08000027,25.57112,16.0
E10000024,34.17583,33.0
E06000042,19.054874,11.0
E09000023,38.270466,23.0
E08000010,23.270145,27.0
E09000020,13.117,20.0
E06000051,9.75312,18.0
E10000014,83.4749,86.0
E06000057,6.932947,20.0
E06000005,31.574356,35.0
E06000055,8.948409,20.0
E08000008,17.98009,27.0
E08000019,61.473076,50.0
E08000005,17.10502,36.0
E08000021,31.457434,30.0
E08000033,8.569433,10.0
E09000016,27.316267,31.0
E08000031,19.202002,32.0
E09000006,37.65231,43.0
E06000045,16.682335,13.0
E06000034,8.958631,18.0
E10000003,25.025679,27.0
E06000052,18.388205,16.0
E08000034,20.127499,21.0
E09000027,10.913292,9.0
E06000016,23.31148,20.0
E06000006,16.848867,14.0
E08000024,48.86975,51.0
E10000006,69.14049,87.0
E08000013,27.9549,15.0
E09000018,25.300867,23.0
E06000021,9.001791,18.0
E06000002,23.295687,5.0
E09000009,9.903091,13.0
E06000009,29.953493,36.0
E10000021,48.93297,33.0
E10000027,11.830477,15.0
E10000002,24.268621,32.0
E10000018,31.450283,18.0
E09000001,3.1347747,2.0
E10000007,27.947294,43.0
E08000026,20.807539,10.0
E10000015,77.363434,85.0
E08000023,17.390158,19.0
E06000049,27.35029,33.0
E08000003,37.222256,53.0
E08000025,97.590385,88.0
E09000029,15.599501,29.0
E09000017,15.640485,18.0
E09000002,18.870106,18.0
E10000032,31.096617,39.0
E10000020,34.81604,57.0
E08000022,28.706497,18.0
E08000004,19.121084,31.0
E08000007,31.14011,30.0
E06000056,18.536413,16.0
E06000033,15.678524,5.0
E10000030,76.78874,80.0
E06000040,8.371191,3.0
E10000008,28.137884,12.0
E09000021,34.108585,33.0
E08000014,15.565839,21.0
E06000014,6.752815,10.0
E10000016,83.54146,102.0
E06000008,12.07383,12.0
E10000023,27.416842,29.0
E10000017,100.01688,99.0
E09000015,29.444685,25.0
E08000011,21.805258,19.0
E06000041,10.685309,12.0
E08000035,36.126095,43.0
E06000035,25.721207,21.0
E10000011,20.34262,18.0
E06000012,1.0425272,4.0
E06000047,35.50701,54.0
E06000007,23.10053,38.0
E10000029,31.246931,38.0
E06000030,12.402775,15.0
E06000038,13.187225,13.0
E08000009,24.288939,31.0
E06000011,14.141648,21.0
E08000015,39.53783,49.0
E06000043,17.038645,19.0
E10000025,53.11561,58.0
E06000018,17.887552,16.0
E10000013,37.06224,58.0
E08000037,27.525293,44.0
E08000002,17.84883,24.0
E06000026,7.2032666,4.0
E06000017,1.5283493,1.0
E06000027,4.6024437,3.0
E06000022,5.474481,8.0
E10000031,34.86544,32.0
E06000024,7.392238,5.0
E06000046,4.3001466,5.0
E09000026,27.114662,29.0
E06000050,32.952347,28.0
E06000059,9.776539,17.0
E06000031,7.725863,5.0
E10000019,23.59746,15.0
E06000044,11.3844795,11.0
E09000008,49.74146,56.0
E08000030,28.785843,19.0
E10000012,85.982376,91.0
E09000022,33.94348,32.0
E06000003,11.846089,0.0
E06000004,16.29205,9.0
E08000018,15.9985285,21.0
E08000036,21.89252,25.0
E09000003,45.227867,49.0
E08000016,9.60055,16.0
E09000004,23.17594,16.0
E08000001,21.099257,45.0
E08000012,52.767128,74.0
E06000032,24.200657,35.0
E09000005,53.50958,43.0
E10000034,31.246202,41.0
E06000001,5.4282384,6.0
E08000032,27.017967,36.0
E06000015,15.888674,11.0
E06000037,10.933107,5.0
E09000010,23.951603,31.0
E06000039,10.122532,9.0
E08000017,8.54523,15.0
E10000028,47.05465,49.0
E06000020,9.809107,6.0
E06000036,7.1879478,10.0
