n,o,l
avila,36.335346,45.0
cadiz,72.943085,52.0
ciudad_real,0.0,0.0
soria,45.899155,104.0
huelva,17.442995,29.0
bizkaia,288.41257,900.0
jaen,73.839386,46.0
guadalajara,0.0,0.0
badajoz,52.543762,25.0
leon,87.359344,43.0
malaga,105.73818,180.0
segovia,79.204994,91.0
albacete,0.0,0.0
gipuzkoa,96.67399,82.0
alicante,216.03716,152.0
burgos,55.37381,58.0
tarragona,65.92365,52.0
cuenca,0.0,0.0
valladolid,81.986664,121.0
toledo,153.97974,97.0
caceres,77.083565,26.0
araba/alava,0.0,0.0
girona,117.3352,192.0
zamora,1664.2513,1560.0
cordoba,16.401644,9.0
barcelona,58.443573,41.0
lleida,85.60804,59.0
castellon,52.607727,47.0
valencia,178.96217,215.0
granada,106.24781,48.0
salamanca,109.80842,131.0
almeria,20.778196,28.0
palencia,38.187553,34.0
sevilla,104.46705,156.0
