n,o,l
E06000013,15.3931465,16.0
E06000054,18.285097,16.0
E08000027,30.08088,20.0
E10000024,45.204227,23.0
E06000042,19.558405,13.0
E09000023,48.272728,14.0
E08000010,27.77211,42.0
E09000020,23.775158,4.0
E06000051,21.35708,8.0
E10000014,92.611855,52.0
E06000057,8.97481,9.0
E06000005,27.719927,39.0
E06000055,20.173523,9.0
E08000008,22.580332,8.0
E08000019,72.74403,52.0
E08000005,22.028053,16.0
E08000021,37.745594,20.0
E08000033,17.376026,3.0
E09000016,32.754284,18.0
E08000031,43.344402,23.0
E09000006,20.479656,7.0
E06000045,14.710041,8.0
E06000034,26.181267,14.0
E10000003,24.944393,13.0
E06000052,27.939266,15.0
E08000034,22.116707,6.0
E09000027,24.378262,17.0
E06000016,20.02677,11.0
E06000006,46.01833,47.0
E08000024,61.462204,25.0
E10000006,31.643955,10.0
E08000013,31.575592,9.0
E09000018,17.991634,12.0
E06000021,26.21725,15.0
E06000002,15.290726,15.0
E09000009,38.3234,26.0
E06000009,54.423805,34.0
E10000021,19.429836,18.0
E10000027,31.751633,19.0
E10000002,4.139182,23.0
E10000018,8.129648,0.0
E09000001,14.118851,9.0
E10000007,45.516045,23.0
E08000026,31.660452,15.0
E10000015,89.33598,54.0
E08000023,20.251652,12.0
E06000049,26.314362,29.0
E08000003,37.759342,43.0
E08000025,113.6832,30.0
E09000029,30.964622,20.0
E09000017,40.985847,17.0
E09000002,24.787468,4.0
E10000032,47.702534,27.0
E10000020,7.50358,15.0
E08000022,41.106365,52.0
E08000004,26.361202,34.0
E08000007,31.43276,26.0
E06000056,22.733328,14.0
E06000033,23.226707,4.0
E10000030,77.3836,65.0
E06000040,9.0560875,9.0
E10000008,25.346998,16.0
E09000021,43.439396,27.0
E08000014,23.560268,4.0
E06000014,11.851268,3.0
E10000016,95.55406,59.0
E06000008,16.145618,10.0
E10000023,31.379354,24.0
E10000017,103.337326,93.0
E09000015,34.153828,16.0
E08000011,26.674706,16.0
E06000041,16.849422,3.0
E08000035,38.026867,35.0
E06000035,25.334982,18.0
E10000011,23.141857,12.0
E06000012,11.235853,5.0
E06000047,40.139782,52.0
E06000007,25.379164,17.0
E10000029,31.448366,27.0
E06000030,11.6718445,16.0
E06000038,15.589208,9.0
E08000009,28.37622,16.0
E06000011,18.210972,6.0
E08000015,51.289776,35.0
E06000043,17.60905,8.0
E10000025,68.51082,31.0
E06000018,22.289627,12.0
E10000013,37.163918,32.0
E08000037,27.7253,26.0
E08000002,20.543915,26.0
E06000026,16.932343,1.0
E06000017,6.587672,0.0
E06000027,7.2937536,1.0
E06000022,8.46525,10.0
E10000031,44.139896,34.0
E06000024,11.08548,7.0
E06000046,0.0,2.0
E09000026,31.38348,11.0
E06000050,37.246803,15.0
E06000059,18.834076,3.0
E06000031,11.780021,2.0
E10000019,34.70312,23.0
E06000044,11.92309,13.0
E09000008,56.8417,22.0
E08000030,39.300465,9.0
E10000012,97.288994,61.0
E09000022,48.733803,45.0
E06000003,18.937431,16.0
E06000004,19.904322,11.0
E08000018,30.273525,10.0
E08000036,27.909325,8.0
E09000003,49.705524,20.0
E08000016,17.38507,24.0
E09000004,28.208553,13.0
E08000001,30.868233,30.0
E08000012,61.036777,39.0
E06000032,26.497807,15.0
E09000005,63.04337,22.0
E10000034,43.380753,37.0
E06000001,8.627262,4.0
E08000032,29.6912,17.0
E06000015,31.643099,13.0
E06000037,13.629263,9.0
E09000010,32.184017,21.0
E06000039,13.696127,12.0
E08000017,24.556366,8.0
E10000028,55.24394,40.0
E06000020,12.678853,2.0
E06000036,24.865389,10.0
