n,o,l
E06000013,7.641744,7.0
E06000054,5.849056,16.0
E08000027,14.850878,25.0
E10000024,20.389015,34.0
E06000042,5.5037336,15.0
E09000023,8.146698,4.0
E08000010,18.828482,13.0
E09000020,1.2625772,0.0
E06000051,7.013846,13.0
E10000014,57.29056,39.0
E06000057,15.290089,18.0
E06000005,3.0234485,11.0
E06000055,6.785779,14.0
E08000008,5.627033,10.0
E08000019,43.10184,39.0
E08000005,11.213971,7.0
E08000021,13.288546,12.0
E08000033,1.5886362,1.0
E09000016,7.2765584,2.0
E08000031,12.088989,36.0
E09000006,11.250626,30.0
E06000045,7.438819,10.0
E06000034,0.639879,5.0
E10000003,12.82343,23.0
E06000052,6.6669216,13.0
E08000034,8.442003,11.0
E09000027,2.1832824,10.0
E06000016,10.779682,13.0
E06000006,3.8153565,7.0
E08000024,26.749872,26.0
E10000006,25.312248,76.0
E08000013,9.315355,5.0
E09000018,7.2537785,8.0
E06000021,7.303952,12.0
E06000002,8.617224,3.0
E09000009,10.773426,12.0
E06000009,14.336048,18.0
E10000021,19.177715,15.0
E10000027,12.765014,21.0
E10000002,14.2549515,5.0
E10000018,20.043545,21.0
E09000001,0.0,0.0
E10000007,18.764688,22.0
E08000026,9.649498,12.0
E10000015,37.245605,62.0
E08000023,13.928345,13.0
E06000049,18.356882,19.0
E08000003,20.301231,17.0
E08000025,56.401173,44.0
E09000029,9.823034,10.0
E09000017,8.694927,5.0
E09000002,4.29655,2.0
E10000032,23.813122,25.0
E10000020,39.071606,46.0
E08000022,4.7469673,7.0
E08000004,15.626496,20.0
E08000007,13.258818,21.0
E06000056,5.460454,7.0
E06000033,0.35086662,4.0
E10000030,56.91347,28.0
E06000040,3.0023289,4.0
E10000008,13.004595,23.0
E09000021,14.221168,15.0
E08000014,6.1437044,6.0
E06000014,2.61049,19.0
E10000016,100.99104,88.0
E06000008,4.6276493,10.0
E10000023,16.887514,36.0
E10000017,60.34818,43.0
E09000015,8.244679,28.0
E08000011,9.14496,15.0
E06000041,6.60559,7.0
E08000035,32.153835,35.0
E06000035,9.29821,9.0
E10000011,8.176828,13.0
E06000012,0.0,0.0
E06000047,29.754133,64.0
E06000007,10.8113,11.0
E10000029,32.388664,19.0
E06000030,7.872301,5.0
E06000038,13.665463,13.0
E08000009,7.8924494,11.0
E06000011,14.576748,34.0
E08000015,22.010841,14.0
E06000043,5.8287597,5.0
E10000025,30.1328,12.0
E06000018,6.6079636,6.0
E10000013,27.328663,17.0
E08000037,12.758059,36.0
E08000002,10.234411,7.0
E06000026,3.9042497,4.0
E06000017,0.0,0.0
E06000027,4.706875,0.0
E06000022,1.1161424,1.0
E10000031,23.022888,23.0
E06000024,1.773817,8.0
E06000046,0.040938444,8.0
E09000026,4.36853,4.0
E06000050,12.882912,14.0
E06000059,1.884797,5.0
E06000031,2.493556,7.0
E10000019,18.911915,14.0
E06000044,2.085431,0.0
E09000008,20.439287,9.0
E08000030,13.988352,10.0
E10000012,38.412434,48.0
E09000022,9.006426,7.0
E06000003,1.3161803,7.0
E06000004,4.4444575,6.0
E08000018,13.788562,20.0
E08000036,7.170197,6.0
E09000003,8.257514,12.0
E08000016,9.949744,14.0
E09000004,9.482203,5.0
E08000001,17.22466,15.0
E08000012,22.768034,23.0
E06000032,7.6942663,1.0
E09000005,17.414072,9.0
E10000034,26.595432,17.0
E06000001,1.2163014,10.0
E08000032,14.331146,50.0
E06000015,1.627302,9.0
E06000037,6.1984777,11.0
E09000010,11.844671,6.0
E06000039,5.1488495,4.0
E08000017,8.743494,29.0
E10000028,38.149242,32.0
E06000020,2.7075315,9.0
E06000036,1.0486223,3.0
