n,o,l
avila,36.62511,20.0
cadiz,20.847221,19.0
ciudad_real,1.2666363,129.0
soria,21.100248,63.0
huelva,7.2277274,3.0
bizkaia,145.13261,135.0
jaen,28.636879,33.0
guadalajara,1.2666363,21.0
badajoz,22.645292,23.0
leon,48.024967,37.0
malaga,34.330402,14.0
segovia,76.36256,85.0
albacete,1.3530934,46.0
gipuzkoa,43.60442,96.0
alicante,60.158867,140.0
burgos,22.554249,37.0
tarragona,42.40853,0.0
cuenca,1.2666895,10.0
valladolid,69.50009,234.0
toledo,53.752686,15.0
caceres,52.88442,36.0
araba/alava,1.2666361,55.0
girona,69.055466,0.0
zamora,716.15,647.0
cordoba,35.731075,16.0
barcelona,16.005205,6.0
lleida,38.84994,27.0
castellon,37.70151,35.0
valencia,105.161026,88.0
granada,42.597145,60.0
salamanca,60.02779,78.0
almeria,11.920096,4.0
palencia,21.770039,15.0
sevilla,47.099274,32.0
