n,o,l
avila,27.909565,29.0
cadiz,5.3835626,0.0
ciudad_real,60.623085,66.0
soria,16.16912,23.0
huelva,2.8014224,0.0
bizkaia,48.658028,0.0
jaen,6.430488,19.0
guadalajara,20.311592,72.0
badajoz,2.7831147,5.0
leon,26.808714,24.0
malaga,35.90142,20.0
segovia,15.368042,15.0
albacete,30.287817,18.0
gipuzkoa,10.369518,0.0
alicante,33.62258,28.0
burgos,19.83223,25.0
tarragona,6.180696,0.0
cuenca,40.754345,51.0
valladolid,30.435787,47.0
toledo,31.693285,0.0
caceres,5.202844,0.0
araba/alava,44.702038,60.0
girona,36.29015,0.0
zamora,5.2465644,0.0
cordoba,2.8917,2.0
barcelona,201.9071,2.0
lleida,9.468171,0.0
castellon,16.164824,72.0
valencia,56.366093,72.0
granada,32.115116,15.0
salamanca,36.080547,46.0
almeria,3.6748426,0.0
palencia,27.101051,19.0
sevilla,11.304173,6.0
