n,o,l
avila,30.731377,52.0
cadiz,14.528155,12.0
ciudad_real,0.11129777,154.0
soria,18.442097,47.0
huelva,5.527206,6.0
bizkaia,184.57832,201.0
jaen,29.49638,41.0
guadalajara,0.11129777,67.0
badajoz,30.327744,20.0
leon,46.471153,93.0
malaga,36.97718,43.0
segovia,89.16559,61.0
albacete,0.112133704,73.0
gipuzkoa,55.870663,27.0
alicante,65.28305,75.0
burgos,27.040077,44.0
tarragona,22.356274,43.0
cuenca,0.11130222,136.0
valladolid,104.44509,121.0
toledo,54.817585,38.0
caceres,66.531006,92.0
araba/alava,0.11129777,416.0
girona,31.46035,0.0
zamora,890.34076,7.0
cordoba,22.858383,42.0
barcelona,15.885686,1437.0
lleida,58.696117,44.0
castellon,34.27164,39.0
valencia,132.76291,140.0
granada,37.977158,13.0
salamanca,68.51844,58.0
almeria,7.6128955,8.0
palencia,23.72211,5.0
sevilla,50.867374,21.0
