n,o,l
avila,24.89957,27.0
cadiz,37.566902,14.0
ciudad_real,0.13022447,0.0
soria,36.322536,12.0
huelva,17.11936,12.0
bizkaia,257.05365,214.0
jaen,36.064194,31.0
guadalajara,0.13022706,0.0
badajoz,22.23947,23.0
leon,41.070465,54.0
malaga,66.276985,68.0
segovia,54.47889,131.0
albacete,0.13105485,0.0
gipuzkoa,33.573524,78.0
alicante,101.281555,89.0
burgos,30.963531,29.0
tarragona,50.140427,0.0
cuenca,0.13023731,0.0
valladolid,59.689972,84.0
toledo,66.57659,62.0
caceres,36.294823,45.0
araba/alava,0.13022375,0.0
girona,106.18151,0.0
zamora,922.3281,1058.0
cordoba,49.691307,15.0
barcelona,15.854892,18.0
lleida,44.591026,75.0
castellon,28.858194,23.0
valencia,125.34112,99.0
granada,55.28099,39.0
salamanca,63.71788,108.0
almeria,12.665996,17.0
palencia,23.494118,14.0
sevilla,65.580666,68.0
