n,o,l
E06000013,10.256668,11.0
E06000054,3.893964,6.0
E08000027,7.509701,4.0
E10000024,16.932312,15.0
E06000042,2.4328268,4.0
E09000023,2.8452334,2.0
E08000010,17.472675,34.0
E09000020,1.479222,0.0
E06000051,9.909284,12.0
E10000014,40.589867,32.0
E06000057,7.6128836,24.0
E06000005,6.193634,4.0
E06000055,7.274124,2.0
E08000008,3.9481409,18.0
E08000019,36.08685,18.0
E08000005,5.9845085,3.0
E08000021,9.8012,2.0
E08000033,1.5495607,2.0
E09000016,2.6921914,2.0
E08000031,17.930237,6.0
E09000006,7.96945,6.0
E06000045,4.794733,7.0
E06000034,1.4287221,5.0
E10000003,13.255743,43.0
E06000052,4.842904,3.0
E08000034,6.759615,6.0
E09000027,0.6546289,3.0
E06000016,10.639411,9.0
E06000006,1.1166856,4.0
E08000024,11.784337,7.0
E10000006,27.898033,11.0
E08000013,10.393734,10.0
E09000018,1.6919975,1.0
E06000021,11.613759,9.0
E06000002,9.759889,0.0
E09000009,11.953355,9.0
E06000009,5.5043955,6.0
E10000021,6.469384,35.0
E10000027,7.358451,8.0
E10000002,11.359969,8.0
E10000018,13.09278,15.0
E09000001,0.6057827,0.0
E10000007,38.0656,12.0
E08000026,5.9082737,1.0
E10000015,30.013092,26.0
E08000023,14.1044,5.0
E06000049,18.928106,13.0
E08000003,14.860823,15.0
E08000025,32.672474,30.0
E09000029,2.6799703,1.0
E09000017,3.0116348,0.0
E09000002,0.69748676,1.0
E10000032,14.338112,13.0
E10000020,37.73853,6.0
E08000022,3.2864664,4.0
E08000004,8.021323,9.0
E08000007,11.543876,9.0
E06000056,8.60404,4.0
E06000033,1.1619868,2.0
E10000030,30.906889,13.0
E06000040,1.4198515,1.0
E10000008,11.461076,4.0
E09000021,6.839082,4.0
E08000014,1.9250507,8.0
E06000014,6.0457315,13.0
E10000016,77.45037,54.0
E06000008,3.0072577,4.0
E10000023,25.492132,17.0
E10000017,48.951244,38.0
E09000015,7.4873123,2.0
E08000011,6.972595,13.0
E06000041,3.4898698,2.0
E08000035,38.399967,9.0
E06000035,5.209856,5.0
E10000011,5.2281675,3.0
E06000012,0.93664503,1.0
E06000047,27.816093,26.0
E06000007,8.546202,4.0
E10000029,25.729406,27.0
E06000030,2.2624836,4.0
E06000038,5.73608,1.0
E08000009,6.7235184,12.0
E06000011,18.308733,11.0
E08000015,14.082197,15.0
E06000043,0.876941,2.0
E10000025,23.706272,28.0
E06000018,6.972288,3.0
E10000013,19.831512,5.0
E08000037,14.336761,4.0
E08000002,8.6717205,4.0
E06000026,2.1076498,2.0
E06000017,0.5311321,1.0
E06000027,2.3941019,1.0
E06000022,0.97754025,1.0
E10000031,21.187538,13.0
E06000024,2.5063317,8.0
E06000046,1.0699899,1.0
E09000026,2.1690044,0.0
E06000050,15.564729,20.0
E06000059,2.11039,0.0
E06000031,4.877907,8.0
E10000019,11.419324,9.0
E06000044,2.2450805,0.0
E09000008,10.453954,6.0
E08000030,21.412476,3.0
E10000012,62.32786,34.0
E09000022,4.465479,2.0
E06000003,4.113675,0.0
E06000004,3.9250495,4.0
E08000018,15.637014,9.0
E08000036,6.89583,9.0
E09000003,4.8104963,3.0
E08000016,11.537673,8.0
E09000004,3.214771,4.0
E08000001,10.061962,10.0
E08000012,17.74083,4.0
E06000032,8.813987,0.0
E09000005,4.276784,5.0
E10000034,13.835161,11.0
E06000001,4.434967,5.0
E08000032,24.58702,15.0
E06000015,6.866494,5.0
E06000037,2.16219,4.0
E09000010,7.0633907,1.0
E06000039,2.329806,2.0
E08000017,10.8514185,17.0
E10000028,33.781418,23.0
E06000020,3.2844012,9.0
E06000036,1.4102299,1.0
