n,o,l
avila,37.552086,64.0
cadiz,21.933048,11.0
ciudad_real,154.56851,88.0
soria,39.361465,66.0
huelva,10.270806,3.0
bizkaia,161.6226,222.0
jaen,29.678583,8.0
guadalajara,47.682533,32.0
badajoz,22.095806,3.0
leon,93.63456,27.0
malaga,39.508877,17.0
segovia,63.51027,15.0
albacete,54.376072,30.0
gipuzkoa,36.975628,30.0
alicante,55.474,11.0
burgos,51.546787,42.0
tarragona,40.668106,16.0
cuenca,97.582306,47.0
valladolid,104.50722,49.0
toledo,37.25256,140.0
caceres,82.31938,4.0
araba/alava,272.8115,94.0
girona,3.2535102,87.0
zamora,935.96936,1.0
cordoba,16.766462,3.0
barcelona,41.433044,268.0
lleida,43.675632,27.0
castellon,34.832542,5.0
valencia,105.86289,24.0
granada,22.92868,32.0
salamanca,54.344177,42.0
almeria,13.615249,6.0
palencia,10.981357,36.0
sevilla,32.722782,12.0
