n,o,l
hautes_pyrenees,15.898223,6.0
paris,200.24585,171.0
loire,1.395058,0.0
landes,8.90707,0.0
charente_maritime,14.156099,4.0
ardeche,7.662614,5.0
doubs,22.902163,7.0
aube,27.629562,26.0
essonne,82.50084,103.0
meurthe_et_moselle,28.802172,16.0
drome,15.312675,5.0
dordogne,5.6086826,1.0
moselle,57.025448,74.0
tarn,6.693193,0.0
lot,4.5405426,0.0
hauts_de_seine,194.18921,95.0
pas_de_calais,23.457321,27.0
marne,35.384655,18.0
puy_de_dome,20.925434,8.0
mayenne,0.0,0.0
val_de_marne,114.14024,90.0
pyrenees_atlantiques,50.464184,12.0
bas_rhin,17.668045,2.0
herault,98.96308,14.0
bouches_du_rhone,273.25076,102.0
alpes_maritimes,37.07875,30.0
charente,2.726863,0.0
eure,30.916365,26.0
correze,0.0,0.0
haute_savoie,44.11022,8.0
seine_et_marne,103.10317,96.0
rhone,17.783684,3.0
ain,15.347608,6.0
haute_garonne,29.650772,12.0
jura,9.348952,2.0
saone_et_loire,23.302074,18.0
indre,26.534283,21.0
pyrenees_orientales,3.7337449,3.0
ardennes,6.68956,12.0
haut_rhin,104.7999,33.0
haute_saone,15.094052,6.0
meuse,6.1469264,3.0
isere,11.610371,2.0
territoire_de_belfort,17.432865,4.0
cher,17.542288,6.0
loir_et_cher,0.1361314,1.0
seine_maritime,34.92223,23.0
val_d'oise,99.611305,32.0
aisne,39.790356,17.0
oise,87.70956,60.0
cote_d'or,17.147427,3.0
vosges,47.525524,10.0
nord,25.661755,28.0
gironde,43.596386,11.0
yonne,0.69964504,2.0
lot_et_garonne,0.43276078,1.0
yvelines,82.57252,34.0
gers,13.114134,8.0
savoie,1.6990821,1.0
loire_atlantique,12.635907,0.0
alpes_de_haute_provence,14.398938,0.0
haute_marne,10.762568,1.0
eure_et_loir,52.446613,37.0
seine_saint_denis,139.2261,109.0
maine_et_loire,0.398623,0.0
manche,13.411883,7.0
calvados,21.62899,7.0
somme,23.04763,19.0
nievre,9.15255,35.0
vienne,0.62851983,0.0
cantal,0.19991288,1.0
tarn_et_garonne,5.084408,3.0
haute_loire,12.735375,1.0
indre_et_loire,18.21771,3.0
vaucluse,38.604816,13.0
var,30.695957,3.0
orne,0.0,1.0
haute_vienne,8.049815,2.0
aude,23.522282,8.0
loiret,40.273746,19.0
gard,29.45124,7.0
