n,o,l
E06000013,8.232399,10.0
E06000054,2.7479727,6.0
E08000027,6.4518785,8.0
E10000024,12.135956,4.0
E06000042,1.6286335,4.0
E09000023,3.5527894,5.0
E08000010,13.9310255,8.0
E09000020,0.96574754,1.0
E06000051,8.371458,9.0
E10000014,36.74056,20.0
E06000057,7.0734196,0.0
E06000005,3.6468766,6.0
E06000055,6.847771,6.0
E08000008,2.993365,11.0
E08000019,28.143923,29.0
E08000005,5.3905783,4.0
E08000021,8.19318,3.0
E08000033,0.5322619,0.0
E09000016,1.6613107,2.0
E08000031,16.444193,9.0
E09000006,6.0129185,8.0
E06000045,4.5537324,0.0
E06000034,0.6413737,11.0
E10000003,12.583347,9.0
E06000052,2.9255383,5.0
E08000034,6.6951694,1.0
E09000027,0.0,5.0
E06000016,8.501805,2.0
E06000006,0.0,7.0
E08000024,9.413677,5.0
E10000006,23.254068,1.0
E08000013,8.697451,2.0
E09000018,1.0537366,10.0
E06000021,9.058145,5.0
E06000002,7.73625,5.0
E09000009,9.641395,3.0
E06000009,4.0337377,4.0
E10000021,4.2575316,3.0
E10000027,6.292617,5.0
E10000002,9.561451,6.0
E10000018,11.371728,0.0
E09000001,0.0,3.0
E10000007,26.2179,7.0
E08000026,6.1235185,12.0
E10000015,26.231024,18.0
E08000023,10.484163,9.0
E06000049,14.98948,8.0
E08000003,13.240712,10.0
E08000025,33.053112,26.0
E09000029,2.3016834,1.0
E09000017,2.1068828,2.0
E09000002,0.36226663,2.0
E10000032,13.070129,8.0
E10000020,33.35011,2.0
E08000022,2.8437102,45.0
E08000004,7.834571,11.0
E08000007,10.000444,14.0
E06000056,6.661577,1.0
E06000033,0.038647693,1.0
E10000030,29.331808,16.0
E06000040,0.0,2.0
E10000008,8.2378645,11.0
E09000021,6.4517164,5.0
E08000014,0.6347416,2.0
E06000014,4.44779,10.0
E10000016,71.672226,34.0
E06000008,2.3696682,1.0
E10000023,19.19955,16.0
E10000017,46.3828,40.0
E09000015,6.1951675,2.0
E08000011,5.0743666,4.0
E06000041,4.476706,3.0
E08000035,32.63807,10.0
E06000035,4.3341265,0.0
E10000011,3.7375896,12.0
E06000012,0.0,0.0
E06000047,24.843111,14.0
E06000007,7.6213336,3.0
E10000029,20.965824,12.0
E06000030,1.9905293,3.0
E06000038,5.6012917,8.0
E08000009,5.990325,4.0
E06000011,13.177373,10.0
E08000015,12.509107,13.0
E06000043,0.0,2.0
E10000025,20.480585,2.0
E06000018,6.7585206,0.0
E10000013,15.682893,11.0
E08000037,12.6810875,5.0
E08000002,5.87943,8.0
E06000026,2.8373845,6.0
E06000017,0.0,0.0
E06000027,0.61517125,3.0
E06000022,0.0,2.0
E10000031,17.767633,10.0
E06000024,1.2352102,6.0
E06000046,0.5100896,1.0
E09000026,1.5512958,2.0
E06000050,12.564582,10.0
E06000059,0.9839813,2.0
E06000031,3.864358,7.0
E10000019,9.867991,6.0
E06000044,1.8727866,1.0
E09000008,8.164418,5.0
E08000030,17.011621,4.0
E10000012,50.04462,21.0
E09000022,3.4197185,3.0
E06000003,4.0408435,5.0
E06000004,3.6116457,8.0
E08000018,11.697671,6.0
E08000036,5.118005,7.0
E09000003,4.0210867,4.0
E08000016,9.33808,15.0
E09000004,2.7613108,3.0
E08000001,11.461535,2.0
E08000012,14.147915,9.0
E06000032,6.183916,0.0
E09000005,3.6905787,3.0
E10000034,12.167684,7.0
E06000001,3.2497451,2.0
E08000032,20.147932,21.0
E06000015,3.2934244,2.0
E06000037,1.6178666,0.0
E09000010,5.5515146,1.0
E06000039,1.1658599,3.0
E08000017,9.106269,13.0
E10000028,30.919815,13.0
E06000020,2.6263065,5.0
E06000036,0.19241264,7.0
