n,o,l
hautes_pyrenees,4.4834175,0.0
paris,68.353,4.0
loire,2.5796316,0.0
landes,0.0,0.0
charente_maritime,4.446037,0.0
ardeche,5.685816,0.0
doubs,10.026218,0.0
aube,7.883624,0.0
essonne,37.581375,1.0
meurthe_et_moselle,5.488245,0.0
drome,6.339058,0.0
dordogne,1.8448203,0.0
moselle,0.0,0.0
tarn,0.24965677,0.0
lot,0.20139384,0.0
hauts_de_seine,64.859795,1.0
pas_de_calais,21.552862,1.0
marne,11.228989,0.0
puy_de_dome,7.518146,0.0
mayenne,0.0,0.0
val_de_marne,38.47708,0.0
pyrenees_atlantiques,14.547199,0.0
bas_rhin,8.021598,0.0
herault,30.960419,3.0
bouches_du_rhone,76.97139,0.0
alpes_maritimes,13.446302,0.0
charente,0.5330323,0.0
eure,32.576523,2.0
correze,0.3384569,1.0
haute_savoie,21.408806,0.0
seine_et_marne,47.81465,4.0
rhone,14.502792,0.0
ain,11.203932,0.0
haute_garonne,9.101819,0.0
jura,4.8269625,0.0
saone_et_loire,8.563484,2.0
indre,7.1532354,0.0
pyrenees_orientales,3.7937572,0.0
ardennes,3.740375,0.0
haut_rhin,32.409645,0.0
haute_saone,4.59262,0.0
meuse,0.1323651,0.0
isere,4.4629498,0.0
territoire_de_belfort,7.451079,0.0
cher,13.499413,1.0
loir_et_cher,0.35647413,0.0
seine_maritime,9.773178,0.0
val_d'oise,32.763435,6.0
aisne,25.185276,0.0
oise,25.837513,1.0
cote_d'or,2.552302,0.0
vosges,21.10555,0.0
nord,12.181158,0.0
gironde,8.403582,0.0
yonne,0.0,0.0
lot_et_garonne,1.0096874,0.0
yvelines,27.063799,0.0
gers,3.824154,0.0
savoie,1.0238302,0.0
loire_atlantique,0.2662456,0.0
alpes_de_haute_provence,0.08827941,0.0
haute_marne,0.606944,0.0
eure_et_loir,26.25331,0.0
seine_saint_denis,53.71446,5.0
maine_et_loire,0.0,0.0
manche,3.904745,0.0
calvados,4.5413575,0.0
somme,12.059149,0.0
nievre,0.78278196,0.0
vienne,1.0416408,0.0
cantal,0.0,0.0
tarn_et_garonne,0.7625027,0.0
haute_loire,0.4757709,0.0
indre_et_loire,6.651372,0.0
vaucluse,11.033878,0.0
var,7.6212087,0.0
orne,0.388116,0.0
haute_vienne,2.9631243,0.0
aude,9.720942,0.0
loiret,15.92996,0.0
gard,7.5251365,0.0
