n,o,l
hautes_pyrenees,0.0,0.0
paris,157.72842,95.0
loire,2.16107,1.0
landes,0.39532185,0.0
charente_maritime,5.707584,0.0
ardeche,1.0888546,0.0
doubs,8.240354,0.0
aube,3.2888093,2.0
essonne,52.82846,50.0
meurthe_et_moselle,13.174672,0.0
drome,10.634878,3.0
dordogne,4.284741,2.0
moselle,15.388953,0.0
tarn,2.3604205,1.0
lot,0.5544072,0.0
hauts_de_seine,108.072044,30.0
pas_de_calais,11.532932,4.0
marne,19.34838,7.0
puy_de_dome,0.0054471344,3.0
mayenne,0.5553663,0.0
val_de_marne,37.021282,20.0
pyrenees_atlantiques,11.714599,6.0
bas_rhin,10.889712,4.0
herault,64.41491,20.0
bouches_du_rhone,234.07874,20.0
alpes_maritimes,10.471083,3.0
charente,0.5623185,0.0
eure,7.113838,0.0
correze,0.38762134,0.0
haute_savoie,25.250143,5.0
seine_et_marne,29.621725,13.0
rhone,1.3354726,0.0
ain,0.0,2.0
haute_garonne,12.458245,5.0
jura,6.3086214,0.0
saone_et_loire,6.5695777,0.0
indre,10.574209,6.0
pyrenees_orientales,0.13271241,1.0
ardennes,0.0,2.0
haut_rhin,8.700097,16.0
haute_saone,15.790967,10.0
meuse,6.8040156,0.0
isere,5.9524937,1.0
territoire_de_belfort,5.7907186,0.0
cher,14.616456,12.0
loir_et_cher,9.938518,0.0
seine_maritime,28.682703,0.0
val_d'oise,85.27816,36.0
aisne,8.665923,2.0
oise,53.572502,4.0
cote_d'or,9.50685,1.0
vosges,32.394928,6.0
nord,13.738933,7.0
gironde,21.872686,3.0
yonne,0.27275324,1.0
lot_et_garonne,0.55492204,0.0
yvelines,33.506844,16.0
gers,0.062787935,2.0
savoie,0.87218535,0.0
loire_atlantique,0.032450914,2.0
alpes_de_haute_provence,1.3576397,0.0
haute_marne,0.7567906,0.0
eure_et_loir,25.091902,0.0
seine_saint_denis,66.35212,65.0
maine_et_loire,0.0,0.0
manche,10.427218,0.0
calvados,22.096113,0.0
somme,13.974982,9.0
nievre,0.6820594,4.0
vienne,3.650952,0.0
cantal,2.3114245,0.0
tarn_et_garonne,1.638874,2.0
haute_loire,0.13097829,0.0
indre_et_loire,10.474788,1.0
vaucluse,15.978824,1.0
var,17.265871,2.0
orne,2.8931797,4.0
haute_vienne,4.082666,0.0
aude,13.510282,1.0
loiret,19.176313,7.0
gard,7.6113553,2.0
