n,o,l
avila,24.239449,38.0
cadiz,18.981066,16.0
ciudad_real,117.89232,99.0
soria,29.825212,13.0
huelva,8.74425,5.0
bizkaia,129.04227,195.0
jaen,20.718054,35.0
guadalajara,31.338657,38.0
badajoz,19.254618,7.0
leon,85.89751,108.0
malaga,38.35859,98.0
segovia,54.52933,75.0
albacete,29.22856,18.0
gipuzkoa,29.949877,64.0
alicante,35.926044,34.0
burgos,45.464523,45.0
tarragona,15.349803,32.0
cuenca,51.684593,15.0
valladolid,77.228455,132.0
toledo,26.62715,85.0
caceres,61.46132,30.0
araba/alava,133.33951,66.0
girona,3.0648649,209.0
zamora,12.4553995,795.0
cordoba,22.611557,19.0
barcelona,766.62915,21.0
lleida,33.797638,25.0
castellon,28.04254,14.0
valencia,90.04611,116.0
granada,25.95159,43.0
salamanca,47.4575,115.0
almeria,8.744085,21.0
palencia,11.340594,18.0
sevilla,32.29802,19.0
