n,o,l
hautes_pyrenees,6.6656446,7.0
paris,146.72188,42.0
loire,0.19406405,0.0
landes,0.17556739,0.0
charente_maritime,4.151104,2.0
ardeche,2.6246297,4.0
doubs,9.030591,2.0
aube,20.147627,9.0
essonne,90.23317,83.0
meurthe_et_moselle,10.303461,0.0
drome,4.5273438,0.0
dordogne,0.13084677,0.0
moselle,56.958393,5.0
tarn,0.09748251,1.0
lot,0.11475841,0.0
hauts_de_seine,99.6661,22.0
pas_de_calais,24.56399,25.0
marne,17.463707,7.0
puy_de_dome,9.578855,4.0
mayenne,0.0,0.0
val_de_marne,88.80176,17.0
pyrenees_atlantiques,18.258968,1.0
bas_rhin,2.5891886,4.0
herault,30.458462,8.0
bouches_du_rhone,121.48154,55.0
alpes_maritimes,18.738302,1.0
charente,0.67120546,0.0
eure,33.086765,19.0
correze,0.27452368,1.0
haute_savoie,14.944742,8.0
seine_et_marne,81.08824,31.0
rhone,15.750028,5.0
ain,9.57054,14.0
haute_garonne,9.643313,13.0
jura,3.5857325,13.0
saone_et_loire,17.914124,8.0
indre,18.270794,6.0
pyrenees_orientales,0.8363975,1.0
ardennes,6.7928605,4.0
haut_rhin,41.321175,3.0
haute_saone,7.4497027,4.0
meuse,1.6616622,7.0
isere,1.3573277,0.0
territoire_de_belfort,5.0022597,2.0
cher,10.729415,9.0
loir_et_cher,0.25079307,0.0
seine_maritime,21.861254,10.0
val_d'oise,41.714024,24.0
aisne,26.051888,12.0
oise,59.53583,19.0
cote_d'or,0.7425355,1.0
vosges,19.743938,0.0
nord,25.143204,7.0
gironde,14.535928,1.0
yonne,1.0397904,3.0
lot_et_garonne,0.18684477,0.0
yvelines,37.365417,11.0
gers,4.2677083,7.0
savoie,1.0095577,3.0
loire_atlantique,0.11970442,0.0
alpes_de_haute_provence,0.16414091,0.0
haute_marne,0.20503277,2.0
eure_et_loir,38.56149,11.0
seine_saint_denis,101.834335,56.0
maine_et_loire,0.120688416,1.0
manche,4.7877383,0.0
calvados,5.9143586,1.0
somme,21.185743,18.0
nievre,21.364857,3.0
vienne,0.13695398,0.0
cantal,0.25719205,1.0
tarn_et_garonne,4.5527987,0.0
haute_loire,0.20413429,0.0
indre_et_loire,2.6075,0.0
vaucluse,21.883121,4.0
var,4.745283,2.0
orne,0.58874065,1.0
haute_vienne,0.4044167,1.0
aude,7.5887904,3.0
loiret,19.079662,0.0
gard,8.50961,8.0
