n,o,l
avila,40.021614,15.0
cadiz,57.065998,17.0
ciudad_real,0.13974313,96.0
soria,44.27689,52.0
huelva,19.107092,19.0
bizkaia,351.7561,142.0
jaen,54.042126,23.0
guadalajara,0.1397372,33.0
badajoz,28.838112,38.0
leon,68.25974,73.0
malaga,94.679985,59.0
segovia,83.8258,33.0
albacete,0.13974613,36.0
gipuzkoa,63.221096,35.0
alicante,155.63374,32.0
burgos,40.072906,72.0
tarragona,63.21418,26.0
cuenca,0.13972315,107.0
valladolid,80.81333,31.0
toledo,103.42755,37.0
caceres,0.13973722,23.0
araba/alava,56.963272,80.0
girona,152.61673,0.0
zamora,1263.9218,771.0
cordoba,74.81657,5.0
barcelona,23.490763,23.0
lleida,56.586273,38.0
castellon,46.28401,56.0
valencia,172.76628,160.0
granada,90.44645,54.0
salamanca,98.58219,77.0
almeria,21.886765,14.0
palencia,32.62533,14.0
sevilla,93.461266,30.0
