n,o,l
E06000013,13.918933,10.0
E06000054,9.956398,6.0
E08000027,13.658643,8.0
E10000024,18.306345,4.0
E06000042,8.474243,4.0
E09000023,10.592648,5.0
E08000010,23.564291,8.0
E09000020,7.1447854,1.0
E06000051,14.38988,9.0
E10000014,59.04822,20.0
E06000057,19.02545,0.0
E06000005,8.430726,6.0
E06000055,10.893322,6.0
E08000008,9.134386,11.0
E08000019,41.9877,29.0
E08000005,16.480923,4.0
E08000021,16.834606,3.0
E08000033,5.885551,0.0
E09000016,9.407136,2.0
E08000031,21.513926,9.0
E09000006,12.075148,8.0
E06000045,13.720203,0.0
E06000034,6.4893594,11.0
E10000003,21.077908,9.0
E06000052,8.50194,5.0
E08000034,10.556972,1.0
E09000027,3.5790465,5.0
E06000016,19.050516,2.0
E06000006,6.6779714,7.0
E08000024,27.234276,5.0
E10000006,29.764399,1.0
E08000013,14.927885,2.0
E09000018,9.549704,10.0
E06000021,14.394374,5.0
E06000002,16.4201,5.0
E09000009,18.64068,3.0
E06000009,13.138826,4.0
E10000021,13.713261,3.0
E10000027,17.574488,5.0
E10000002,17.396069,6.0
E10000018,24.280348,0.0
E09000001,4.8461094,3.0
E10000007,23.522703,7.0
E08000026,15.745895,12.0
E10000015,40.21859,18.0
E08000023,17.41415,9.0
E06000049,21.338234,8.0
E08000003,22.502743,10.0
E08000025,55.31505,26.0
E09000029,9.427607,1.0
E09000017,13.494615,2.0
E09000002,8.34222,2.0
E10000032,24.025295,8.0
E10000020,45.917725,2.0
E08000022,9.135844,45.0
E08000004,20.446589,11.0
E08000007,17.906698,14.0
E06000056,12.09824,1.0
E06000033,5.5257025,1.0
E10000030,48.802032,16.0
E06000040,0.0,2.0
E10000008,14.287748,11.0
E09000021,16.06564,5.0
E08000014,6.7148137,2.0
E06000014,9.066275,10.0
E10000016,104.58689,34.0
E06000008,7.861551,1.0
E10000023,22.59305,16.0
E10000017,65.75735,40.0
E09000015,14.972037,2.0
E08000011,12.787281,4.0
E06000041,13.577883,3.0
E08000035,42.43264,10.0
E06000035,14.948166,0.0
E10000011,13.177332,12.0
E06000012,4.2447515,0.0
E06000047,35.704514,14.0
E06000007,15.324878,3.0
E10000029,30.055685,12.0
E06000030,11.706085,3.0
E06000038,14.436984,8.0
E08000009,14.2702465,4.0
E06000011,18.620455,10.0
E08000015,22.05561,13.0
E06000043,6.9747295,2.0
E10000025,29.66857,2.0
E06000018,15.636101,0.0
E10000013,26.641,11.0
E08000037,19.019594,5.0
E08000002,13.847904,8.0
E06000026,13.285595,6.0
E06000017,0.0,0.0
E06000027,1.7370607,3.0
E06000022,3.253032,2.0
E10000031,27.619871,10.0
E06000024,4.62133,6.0
E06000046,5.103955,1.0
E09000026,9.846895,2.0
E06000050,20.789505,10.0
E06000059,6.7750335,2.0
E06000031,9.501371,7.0
E10000019,20.354881,6.0
E06000044,6.6781616,1.0
E09000008,16.404398,5.0
E08000030,23.366514,4.0
E10000012,49.028046,21.0
E09000022,11.029873,3.0
E06000003,10.832086,5.0
E06000004,11.884212,8.0
E08000018,18.63566,6.0
E08000036,11.224599,7.0
E09000003,12.126387,4.0
E08000016,16.38867,15.0
E09000004,11.84357,3.0
E08000001,23.454836,2.0
E08000012,24.011744,9.0
E06000032,5.713904,0.0
E09000005,15.999527,3.0
E10000034,25.301432,7.0
E06000001,5.923304,2.0
E08000032,21.250055,21.0
E06000015,7.1515517,2.0
E06000037,9.679503,0.0
E09000010,14.990539,1.0
E06000039,6.891396,3.0
E08000017,12.72777,13.0
E10000028,44.859547,13.0
E06000020,9.403221,5.0
E06000036,5.4532237,7.0
