n,o,l
hautes_pyrenees,4.641007,0.0
paris,23.15704,11.0
loire,0.09922111,1.0
landes,0.42479497,0.0
charente_maritime,2.2917967,0.0
ardeche,2.8341007,0.0
doubs,3.004104,0.0
aube,5.3657126,1.0
essonne,26.551857,14.0
meurthe_et_moselle,1.2949233,0.0
drome,1.1438168,0.0
dordogne,0.0,0.0
moselle,4.4944334,0.0
tarn,1.135038,0.0
lot,0.0,0.0
hauts_de_seine,9.431266,4.0
pas_de_calais,12.85682,5.0
marne,0.9335277,0.0
puy_de_dome,1.6390282,10.0
mayenne,0.40690532,0.0
val_de_marne,17.649073,8.0
pyrenees_atlantiques,0.0,0.0
bas_rhin,3.9765208,0.0
herault,9.290993,13.0
bouches_du_rhone,19.55506,11.0
alpes_maritimes,0.54717517,0.0
charente,0.0,0.0
eure,7.2829046,1.0
correze,0.0,0.0
haute_savoie,9.301598,0.0
seine_et_marne,19.502724,2.0
rhone,1.506189,0.0
ain,5.344243,0.0
haute_garonne,3.4437387,7.0
jura,1.86315,2.0
saone_et_loire,2.7986445,5.0
indre,11.30556,0.0
pyrenees_orientales,0.3066079,0.0
ardennes,1.7103901,0.0
haut_rhin,1.8078773,0.0
haute_saone,1.3982809,3.0
meuse,0.69674945,0.0
isere,1.0573161,0.0
territoire_de_belfort,0.0,0.0
cher,0.9032264,1.0
loir_et_cher,0.23280305,0.0
seine_maritime,3.5380528,1.0
val_d'oise,7.076776,5.0
aisne,6.2285786,4.0
oise,9.324927,9.0
cote_d'or,2.2910645,0.0
vosges,0.0,1.0
nord,8.329338,10.0
gironde,0.6933993,1.0
yonne,0.692525,0.0
lot_et_garonne,0.9484073,0.0
yvelines,12.865739,4.0
gers,0.9402368,6.0
savoie,0.5628923,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,1.1075002,0.0
haute_marne,0.39774817,0.0
eure_et_loir,5.3085685,1.0
seine_saint_denis,12.173749,3.0
maine_et_loire,0.23718296,0.0
manche,0.36942592,0.0
calvados,0.4118286,0.0
somme,22.677761,4.0
nievre,0.7542211,0.0
vienne,1.1323268,2.0
cantal,0.87096584,1.0
tarn_et_garonne,1.8341186,0.0
haute_loire,1.2316543,0.0
indre_et_loire,0.43806544,2.0
vaucluse,1.921914,5.0
var,0.5302477,0.0
orne,3.0797365,1.0
haute_vienne,0.76895916,0.0
aude,1.8948337,0.0
loiret,1.4424137,2.0
gard,2.1879194,3.0
