n,o,l
avila,35.05342,34.0
cadiz,53.042427,20.0
ciudad_real,1.0308166,0.0
soria,49.841034,13.0
huelva,18.678596,4.0
bizkaia,358.9248,251.0
jaen,55.359207,17.0
guadalajara,1.0308334,0.0
badajoz,38.19674,19.0
leon,64.74073,29.0
malaga,100.30947,74.0
segovia,67.60601,97.0
albacete,1.0615216,0.0
gipuzkoa,74.37049,118.0
alicante,152.16632,41.0
burgos,45.548134,21.0
tarragona,53.483208,54.0
cuenca,1.0308746,0.0
valladolid,76.85371,157.0
toledo,107.935555,62.0
caceres,63.191338,29.0
araba/alava,1.0308334,0.0
girona,97.0471,0.0
zamora,1271.509,1032.0
cordoba,14.371409,2.0
barcelona,45.572502,14.0
lleida,61.17912,85.0
castellon,44.195717,7.0
valencia,148.91412,61.0
granada,72.50634,50.0
salamanca,99.57322,88.0
almeria,20.555466,7.0
palencia,32.488884,24.0
sevilla,98.491844,44.0
