n,o,l
E06000013,7.230645,20.0
E06000054,6.529508,7.0
E08000027,12.916335,14.0
E10000024,28.923767,24.0
E06000042,9.26691,5.0
E09000023,13.424796,10.0
E08000010,25.200748,23.0
E09000020,4.4698353,0.0
E06000051,8.367517,18.0
E10000014,67.396385,54.0
E06000057,5.752349,21.0
E06000005,28.693504,8.0
E06000055,12.331712,12.0
E08000008,10.721174,10.0
E08000019,48.32567,42.0
E08000005,17.085003,13.0
E08000021,23.491062,20.0
E08000033,2.9874837,5.0
E09000016,16.812538,7.0
E08000031,14.803624,36.0
E09000006,19.589617,17.0
E06000045,9.142568,7.0
E06000034,1.2713773,2.0
E10000003,16.173702,15.0
E06000052,11.237855,7.0
E08000034,11.335462,28.0
E09000027,2.5463147,3.0
E06000016,14.944462,16.0
E06000006,6.3274174,5.0
E08000024,35.22975,21.0
E10000006,41.604942,42.0
E08000013,8.879107,20.0
E09000018,12.146925,6.0
E06000021,11.213032,21.0
E06000002,12.001118,9.0
E09000009,9.112262,18.0
E06000009,26.877857,14.0
E10000021,24.54118,12.0
E10000027,10.713614,13.0
E10000002,17.112484,22.0
E10000018,18.590271,21.0
E09000001,0.0,0.0
E10000007,25.491665,41.0
E08000026,13.026776,9.0
E10000015,61.65341,40.0
E08000023,11.916685,29.0
E06000049,25.987207,28.0
E08000003,42.570423,29.0
E08000025,55.62267,46.0
E09000029,14.18232,9.0
E09000017,15.031584,8.0
E09000002,8.215697,2.0
E10000032,27.53286,27.0
E10000020,47.13014,47.0
E08000022,8.528634,9.0
E08000004,26.572681,10.0
E08000007,23.752329,19.0
E06000056,11.437136,11.0
E06000033,2.5733094,4.0
E10000030,70.20868,51.0
E06000040,1.7793268,5.0
E10000008,18.87657,12.0
E09000021,22.414162,10.0
E08000014,8.104094,5.0
E06000014,2.2573562,9.0
E10000016,95.20264,111.0
E06000008,9.298063,8.0
E10000023,20.087679,42.0
E10000017,82.40523,66.0
E09000015,17.226236,12.0
E08000011,10.655357,10.0
E06000041,6.5805407,8.0
E08000035,34.449257,69.0
E06000035,12.791141,15.0
E10000011,12.051697,7.0
E06000012,0.08949346,3.0
E06000047,44.634613,41.0
E06000007,17.550972,8.0
E10000029,23.357674,46.0
E06000030,11.212996,7.0
E06000038,15.465759,11.0
E08000009,15.303172,12.0
E06000011,12.205082,26.0
E08000015,32.73831,23.0
E06000043,6.034235,2.0
E10000025,48.156296,42.0
E06000018,8.060337,17.0
E10000013,38.918163,28.0
E08000037,24.964216,24.0
E08000002,15.868496,20.0
E06000026,4.907365,3.0
E06000017,0.0,1.0
E06000027,1.3555081,0.0
E06000022,4.3855696,5.0
E10000031,25.744436,34.0
E06000024,0.47586575,6.0
E06000046,0.0,9.0
E09000026,14.064487,3.0
E06000050,18.297943,19.0
E06000059,4.771261,2.0
E06000031,0.0,7.0
E10000019,20.458307,23.0
E06000044,5.159546,6.0
E09000008,29.3512,14.0
E08000030,16.001514,45.0
E10000012,58.472656,90.0
E09000022,20.269749,11.0
E06000003,3.5764875,11.0
E06000004,7.306995,5.0
E08000018,17.336918,23.0
E08000036,10.793837,8.0
E09000003,18.999691,10.0
E08000016,19.409443,8.0
E09000004,10.078283,9.0
E08000001,29.273893,14.0
E08000012,39.23286,28.0
E06000032,16.809452,11.0
E09000005,26.37072,10.0
E10000034,31.321762,14.0
E06000001,1.4741534,9.0
E08000032,16.52067,47.0
E06000015,4.7685547,7.0
E06000037,4.0616903,3.0
E09000010,20.94745,21.0
E06000039,7.5528164,8.0
E08000017,5.929039,36.0
E10000028,44.430206,48.0
E06000020,0.13354036,3.0
E06000036,2.6559174,4.0
