n,o,l
avila,19.618385,24.0
cadiz,19.269714,7.0
ciudad_real,93.279465,88.0
soria,30.322613,6.0
huelva,4.4086466,12.0
bizkaia,125.73013,35.0
jaen,16.977417,12.0
guadalajara,26.830826,55.0
badajoz,19.473122,13.0
leon,63.44075,94.0
malaga,30.991291,15.0
segovia,67.24238,43.0
albacete,26.940315,23.0
gipuzkoa,55.548332,14.0
alicante,66.59631,40.0
burgos,31.486301,27.0
tarragona,0.3058356,13.0
cuenca,16.467384,33.0
valladolid,129.0749,31.0
toledo,22.23533,10.0
caceres,50.29991,77.0
araba/alava,35.764122,38.0
girona,0.2843601,0.0
zamora,618.1012,501.0
cordoba,16.781292,10.0
barcelona,13.169936,3.0
lleida,30.608063,12.0
castellon,33.38621,10.0
valencia,79.38339,83.0
granada,29.802479,55.0
salamanca,39.533398,70.0
almeria,4.034106,3.0
palencia,10.561879,30.0
sevilla,42.15827,16.0
