n,o,l
hautes_pyrenees,7.746506,1.0
paris,43.627472,12.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,7.975963,3.0
ardeche,0.52434886,1.0
doubs,2.3880908,2.0
aube,6.4098763,0.0
essonne,33.15953,12.0
meurthe_et_moselle,2.3456447,0.0
drome,0.47525623,1.0
dordogne,0.0,0.0
moselle,16.70902,1.0
tarn,0.11912298,0.0
lot,0.0,0.0
hauts_de_seine,30.487288,21.0
pas_de_calais,7.5582213,14.0
marne,2.8507354,0.0
puy_de_dome,2.1576283,0.0
mayenne,0.0,2.0
val_de_marne,24.64908,13.0
pyrenees_atlantiques,7.9378295,1.0
bas_rhin,0.1472843,9.0
herault,4.8965445,4.0
bouches_du_rhone,43.09127,34.0
alpes_maritimes,3.2800357,0.0
charente,0.055059947,0.0
eure,9.287078,10.0
correze,0.03053303,0.0
haute_savoie,7.71524,6.0
seine_et_marne,29.033998,11.0
rhone,2.309099,13.0
ain,15.093279,2.0
haute_garonne,1.2357174,3.0
jura,2.8197744,1.0
saone_et_loire,3.5838661,0.0
indre,3.8528597,3.0
pyrenees_orientales,0.08042095,1.0
ardennes,0.9869139,0.0
haut_rhin,17.166243,1.0
haute_saone,4.332011,3.0
meuse,0.36050662,0.0
isere,0.6373205,1.0
territoire_de_belfort,0.5003165,0.0
cher,4.806216,1.0
loir_et_cher,0.008625299,0.0
seine_maritime,4.732859,3.0
val_d'oise,15.59642,12.0
aisne,3.8316078,6.0
oise,14.93898,16.0
cote_d'or,0.18051365,0.0
vosges,2.7345712,0.0
nord,6.2474236,20.0
gironde,2.787928,0.0
yonne,0.08118013,1.0
lot_et_garonne,0.018778086,0.0
yvelines,14.606723,7.0
gers,0.7315799,5.0
savoie,0.07561615,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.010677189,1.0
haute_marne,0.0299761,0.0
eure_et_loir,14.842487,3.0
seine_saint_denis,30.015978,7.0
maine_et_loire,0.0,0.0
manche,2.5311553,1.0
calvados,1.6886907,0.0
somme,4.6331196,9.0
nievre,4.434756,1.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,1.6739101,0.0
haute_loire,0.022767276,0.0
indre_et_loire,0.19238696,4.0
vaucluse,4.8270855,3.0
var,3.068093,1.0
orne,0.26324823,1.0
haute_vienne,0.10947095,1.0
aude,1.6688895,1.0
loiret,2.4298255,0.0
gard,3.9643528,1.0
