n,o,l
E06000013,10.356814,10.0
E06000054,8.173265,6.0
E08000027,16.943613,8.0
E10000024,17.88725,4.0
E06000042,5.509246,4.0
E09000023,10.6423025,5.0
E08000010,23.731153,8.0
E09000020,2.9177918,1.0
E06000051,12.389101,9.0
E10000014,64.1444,20.0
E06000057,19.356588,0.0
E06000005,5.9604855,6.0
E06000055,8.293191,6.0
E08000008,6.663667,11.0
E08000019,45.76352,29.0
E08000005,14.317158,4.0
E08000021,14.810709,3.0
E08000033,2.760434,0.0
E09000016,7.4627986,2.0
E08000031,16.562965,9.0
E09000006,11.224796,8.0
E06000045,11.182758,0.0
E06000034,3.166306,11.0
E10000003,16.99702,9.0
E06000052,8.251915,5.0
E08000034,8.410841,1.0
E09000027,2.5946388,5.0
E06000016,17.565973,2.0
E06000006,4.836821,7.0
E08000024,31.641996,5.0
E10000006,28.565958,1.0
E08000013,12.548864,2.0
E09000018,8.141361,10.0
E06000021,12.274441,5.0
E06000002,13.226352,5.0
E09000009,17.520952,3.0
E06000009,13.414169,4.0
E10000021,17.27841,3.0
E10000027,15.14083,5.0
E10000002,15.102788,6.0
E10000018,24.525202,0.0
E09000001,1.955526,3.0
E10000007,23.781288,7.0
E08000026,14.676191,12.0
E10000015,40.986923,18.0
E08000023,15.457808,9.0
E06000049,20.857645,8.0
E08000003,21.098984,10.0
E08000025,58.368378,26.0
E09000029,7.571271,1.0
E09000017,11.773803,2.0
E09000002,6.2237177,2.0
E10000032,25.530191,8.0
E10000020,41.843693,2.0
E08000022,5.7586164,45.0
E08000004,19.23836,11.0
E08000007,15.564708,14.0
E06000056,7.5592637,1.0
E06000033,2.5921173,1.0
E10000030,55.956997,16.0
E06000040,2.5654771,2.0
E10000008,13.4954815,11.0
E09000021,13.730183,5.0
E08000014,6.5164375,2.0
E06000014,5.1188583,10.0
E10000016,113.78188,34.0
E06000008,5.779847,1.0
E10000023,22.557278,16.0
E10000017,66.89352,40.0
E09000015,13.170999,2.0
E08000011,11.082782,4.0
E06000041,6.3667564,3.0
E08000035,43.591743,10.0
E06000035,14.209541,0.0
E10000011,12.319555,12.0
E06000012,1.4515761,0.0
E06000047,37.203094,14.0
E06000007,14.032528,3.0
E10000029,36.4951,12.0
E06000030,9.074691,3.0
E06000038,12.148615,8.0
E08000009,12.407255,4.0
E06000011,17.599762,10.0
E08000015,19.927187,13.0
E06000043,6.797485,2.0
E10000025,30.430803,2.0
E06000018,10.76398,0.0
E10000013,28.25879,11.0
E08000037,18.073355,5.0
E08000002,13.039786,8.0
E06000026,7.7359047,6.0
E06000017,2.1059878,0.0
E06000027,2.1604955,3.0
E06000022,2.6686656,2.0
E10000031,26.588512,10.0
E06000024,3.4318414,6.0
E06000046,2.0051973,1.0
E09000026,6.328065,2.0
E06000050,20.491995,10.0
E06000059,4.00057,2.0
E06000031,5.6571956,7.0
E10000019,19.803879,6.0
E06000044,2.430142,1.0
E09000008,16.654505,5.0
E08000030,22.563276,4.0
E10000012,49.773483,21.0
E09000022,9.457109,3.0
E06000003,7.076876,5.0
E06000004,7.3066664,8.0
E08000018,16.712616,6.0
E08000036,8.139637,7.0
E09000003,11.523724,4.0
E08000016,13.373945,15.0
E09000004,8.386063,3.0
E08000001,19.814325,2.0
E08000012,24.632135,9.0
E06000032,11.589455,0.0
E09000005,16.706003,3.0
E10000034,25.778368,7.0
E06000001,3.6345873,2.0
E08000032,17.599018,21.0
E06000015,3.623299,2.0
E06000037,9.125944,0.0
E09000010,13.052635,1.0
E06000039,4.676006,3.0
E08000017,10.546702,13.0
E10000028,44.4438,13.0
E06000020,5.8883142,5.0
E06000036,2.3894527,7.0
