n,o,l
hautes_pyrenees,1.9485857,1.0
paris,115.19406,18.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.49481243,0.0
ardeche,0.0,0.0
doubs,1.4932165,0.0
aube,7.1201344,0.0
essonne,57.807785,3.0
meurthe_et_moselle,2.3683953,0.0
drome,0.92643994,0.0
dordogne,0.0,0.0
moselle,19.669987,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,86.618576,30.0
pas_de_calais,7.207498,0.0
marne,9.604187,0.0
puy_de_dome,5.717228,0.0
mayenne,0.0,0.0
val_de_marne,53.776493,18.0
pyrenees_atlantiques,12.289201,0.0
bas_rhin,1.3249619,0.0
herault,32.476013,4.0
bouches_du_rhone,79.43388,4.0
alpes_maritimes,6.45492,0.0
charente,0.0,0.0
eure,7.472501,1.0
correze,0.0,0.0
haute_savoie,9.571914,0.0
seine_et_marne,47.681683,3.0
rhone,4.8394423,0.0
ain,1.5295846,0.0
haute_garonne,5.092987,0.0
jura,0.24740216,0.0
saone_et_loire,3.567993,0.0
indre,5.485324,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.060039103,0.0
haut_rhin,37.627613,1.0
haute_saone,1.6952562,0.0
meuse,0.2811938,0.0
isere,0.0,0.0
territoire_de_belfort,0.97720283,0.0
cher,4.567424,0.0
loir_et_cher,0.0,0.0
seine_maritime,8.545527,1.0
val_d'oise,42.660397,9.0
aisne,10.482207,0.0
oise,44.99307,3.0
cote_d'or,1.9963825,0.0
vosges,14.501212,1.0
nord,8.579515,0.0
gironde,10.782527,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,25.846931,2.0
gers,0.48375982,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,14.549737,0.0
seine_saint_denis,81.02008,17.0
maine_et_loire,0.0,0.0
manche,0.6969395,0.0
calvados,2.0737243,0.0
somme,9.651529,3.0
nievre,1.491271,0.0
vienne,0.0,0.0
cantal,0.0,0.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,0.0
indre_et_loire,0.41485465,0.0
vaucluse,3.3603477,0.0
var,9.302758,0.0
orne,0.0,0.0
haute_vienne,0.0,1.0
aude,3.1012535,0.0
loiret,10.632619,0.0
gard,8.253862,0.0
