n,o,l
hautes_pyrenees,1.3882589,1.0
paris,95.63546,16.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.1607425,0.0
ardeche,0.0,0.0
doubs,2.2114246,0.0
aube,10.753511,0.0
essonne,55.560223,5.0
meurthe_et_moselle,5.8185043,0.0
drome,0.14690782,0.0
dordogne,0.0,0.0
moselle,41.558453,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,64.103004,2.0
pas_de_calais,11.786559,0.0
marne,7.780996,0.0
puy_de_dome,3.1336637,1.0
mayenne,0.0,0.0
val_de_marne,51.16183,5.0
pyrenees_atlantiques,6.884648,0.0
bas_rhin,0.0,0.0
herault,15.773502,1.0
bouches_du_rhone,66.5501,1.0
alpes_maritimes,14.345626,0.0
charente,0.0,0.0
eure,18.285757,0.0
correze,0.0,0.0
haute_savoie,6.375493,0.0
seine_et_marne,48.662914,4.0
rhone,6.67891,0.0
ain,4.9429927,0.0
haute_garonne,2.2582872,0.0
jura,0.21127805,0.0
saone_et_loire,6.164457,1.0
indre,6.6124673,0.0
pyrenees_orientales,0.0,0.0
ardennes,3.3769515,1.0
haut_rhin,22.085459,0.0
haute_saone,1.227175,0.0
meuse,0.006460659,0.0
isere,0.0,0.0
territoire_de_belfort,0.5964838,0.0
cher,7.8304234,0.0
loir_et_cher,0.0,0.0
seine_maritime,8.726761,1.0
val_d'oise,22.72597,3.0
aisne,11.13599,0.0
oise,33.99409,2.0
cote_d'or,0.12421732,0.0
vosges,7.734141,0.0
nord,13.756199,0.0
gironde,4.7944016,0.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,19.45897,0.0
gers,0.41732952,0.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,17.613218,0.0
seine_saint_denis,60.429234,7.0
maine_et_loire,0.0,0.0
manche,0.23101303,0.0
calvados,0.54447794,13.0
somme,9.81207,3.0
nievre,14.294083,1.0
vienne,0.0,0.0
cantal,0.0,1.0
tarn_et_garonne,4.2245317,0.0
haute_loire,0.0,0.0
indre_et_loire,0.0,1.0
vaucluse,8.40236,0.0
var,0.3546146,1.0
orne,0.0,0.0
haute_vienne,0.0,0.0
aude,2.6632264,0.0
loiret,8.0571165,0.0
gard,2.134679,0.0
