n,o,l
E06000013,10.49497,10.0
E06000054,6.2481937,6.0
E08000027,15.766815,8.0
E10000024,16.08195,4.0
E06000042,4.05681,4.0
E09000023,4.298136,5.0
E08000010,16.717712,8.0
E09000020,1.7079302,1.0
E06000051,9.97614,9.0
E10000014,38.951508,20.0
E06000057,4.1878257,0.0
E06000005,11.675553,6.0
E06000055,6.5099463,6.0
E08000008,5.6602483,11.0
E08000019,31.915716,29.0
E08000005,6.105624,4.0
E08000021,12.125461,3.0
E08000033,2.8269155,0.0
E09000016,3.064817,2.0
E08000031,10.383876,9.0
E09000006,6.1338925,8.0
E06000045,2.437708,0.0
E06000034,20.194506,11.0
E10000003,4.2217684,9.0
E06000052,9.332698,5.0
E08000034,2.3445594,1.0
E09000027,9.815738,5.0
E06000016,2.2431827,2.0
E06000006,16.668818,7.0
E08000024,33.037346,5.0
E10000006,7.1402717,1.0
E08000013,5.120913,2.0
E09000018,14.424416,10.0
E06000021,10.149119,5.0
E06000002,10.4041815,5.0
E09000009,8.562987,3.0
E06000009,9.127326,4.0
E10000021,8.948261,3.0
E10000027,9.366857,5.0
E10000002,14.92581,6.0
E10000018,1.3039416,0.0
E09000001,1.6448148,3.0
E10000007,28.513065,7.0
E08000026,6.0466723,12.0
E10000015,37.257595,18.0
E08000023,14.29803,9.0
E06000049,17.074203,8.0
E08000003,14.838763,10.0
E08000025,27.017258,26.0
E09000029,2.3976228,1.0
E09000017,2.863766,2.0
E09000002,1.6839854,2.0
E10000032,16.641457,8.0
E10000020,4.537476,2.0
E08000022,39.677822,45.0
E08000004,11.949943,11.0
E08000007,14.224139,14.0
E06000056,6.200675,1.0
E06000033,2.098407,1.0
E10000030,23.660076,16.0
E06000040,2.7347412,2.0
E10000008,9.691301,11.0
E09000021,9.428791,5.0
E08000014,3.8093033,2.0
E06000014,7.5318947,10.0
E10000016,67.55188,34.0
E06000008,4.3850236,1.0
E10000023,26.861,16.0
E10000017,44.940445,40.0
E09000015,7.9766126,2.0
E08000011,8.387638,4.0
E06000041,4.204352,3.0
E08000035,28.240982,10.0
E06000035,5.774633,0.0
E10000011,8.097346,12.0
E06000012,1.5429351,0.0
E06000047,38.05616,14.0
E06000007,9.487145,3.0
E10000029,27.953583,12.0
E06000030,2.5149217,3.0
E06000038,6.5900292,8.0
E08000009,7.53798,4.0
E06000011,21.958157,10.0
E08000015,12.344256,13.0
E06000043,2.1084416,2.0
E10000025,19.570126,2.0
E06000018,4.506099,0.0
E10000013,15.520438,11.0
E08000037,16.51862,5.0
E08000002,7.858153,8.0
E06000026,3.1467586,6.0
E06000017,1.2247325,0.0
E06000027,0.0,3.0
E06000022,1.4876457,2.0
E10000031,19.148628,10.0
E06000024,5.278519,6.0
E06000046,3.1382232,1.0
E09000026,2.937901,2.0
E06000050,17.67805,10.0
E06000059,3.7437878,2.0
E06000031,7.5918765,7.0
E10000019,11.533643,6.0
E06000044,2.06771,1.0
E09000008,11.242805,5.0
E08000030,19.516815,4.0
E10000012,50.659325,21.0
E09000022,4.832832,3.0
E06000003,4.5286765,5.0
E06000004,9.37982,8.0
E08000018,13.82301,6.0
E08000036,9.398088,7.0
E09000003,6.268834,4.0
E08000016,14.3829775,15.0
E09000004,5.731851,3.0
E08000001,12.416089,2.0
E08000012,18.368467,9.0
E06000032,4.30539,0.0
E09000005,7.0866776,3.0
E10000034,14.072875,7.0
E06000001,4.014834,2.0
E08000032,26.679592,21.0
E06000015,5.1380696,2.0
E06000037,2.8302426,0.0
E09000010,3.388132,1.0
E06000039,5.9299808,3.0
E08000017,16.003765,13.0
E10000028,27.434193,13.0
E06000020,4.9563828,5.0
E06000036,17.019098,7.0
