n,o,l
avila,26.247797,55.0
cadiz,16.013412,3.0
ciudad_real,38.389744,204.0
soria,26.952368,19.0
huelva,5.7653475,2.0
bizkaia,132.26485,60.0
jaen,26.26652,16.0
guadalajara,7.1983085,49.0
badajoz,22.110834,9.0
leon,32.63052,70.0
malaga,32.481133,16.0
segovia,76.01994,30.0
albacete,14.395864,85.0
gipuzkoa,62.84961,3.0
alicante,65.23784,67.0
burgos,26.036926,15.0
tarragona,26.322832,3.0
cuenca,4.0175967,43.0
valladolid,114.65163,95.0
toledo,34.002304,34.0
caceres,43.079666,89.0
araba/alava,11.517739,6.0
girona,5.5891547,22.0
zamora,678.1081,260.0
cordoba,7.9096107,6.0
barcelona,13.244214,9.0
lleida,38.81774,2.0
castellon,28.361864,49.0
valencia,87.56566,133.0
granada,39.140858,85.0
salamanca,60.858517,69.0
almeria,5.7714157,0.0
palencia,14.922532,63.0
sevilla,42.51925,9.0
