n,o,l
avila,60.915485,27.0
cadiz,82.63838,14.0
ciudad_real,0.07156828,0.0
soria,73.93694,12.0
huelva,41.600838,12.0
bizkaia,397.06985,214.0
jaen,79.511536,31.0
guadalajara,0.071625546,0.0
badajoz,67.68522,23.0
leon,87.63035,54.0
malaga,131.25862,68.0
segovia,95.87136,131.0
albacete,1.6142836,0.0
gipuzkoa,120.73735,78.0
alicante,175.92188,89.0
burgos,70.85948,29.0
tarragona,75.33253,0.0
cuenca,0.07189748,0.0
valladolid,106.20989,84.0
toledo,148.95663,62.0
caceres,99.369995,45.0
araba/alava,0.071625575,0.0
girona,162.65813,0.0
zamora,1535.9661,1058.0
cordoba,22.592754,15.0
barcelona,61.434635,18.0
lleida,91.44272,75.0
castellon,69.646805,23.0
valencia,136.04735,99.0
granada,97.80882,39.0
salamanca,131.14195,108.0
almeria,41.886154,17.0
palencia,55.023422,14.0
sevilla,129.12498,68.0
