n,o,l
E06000013,8.753812,17.0
E06000054,14.750758,17.0
E08000027,31.774054,13.0
E10000024,45.6727,52.0
E06000042,19.262167,13.0
E09000023,39.21557,32.0
E08000010,23.365856,31.0
E09000020,24.954245,18.0
E06000051,17.897932,14.0
E10000014,92.23362,73.0
E06000057,6.632169,14.0
E06000005,17.590155,36.0
E06000055,13.982365,23.0
E08000008,17.879786,14.0
E08000019,94.3367,53.0
E08000005,20.835497,23.0
E08000021,32.73657,41.0
E08000033,12.84891,6.0
E09000016,21.357244,25.0
E08000031,26.366745,19.0
E09000006,45.801903,31.0
E06000045,21.068552,22.0
E06000034,15.610156,5.0
E10000003,24.808722,30.0
E06000052,19.737898,18.0
E08000034,22.365705,15.0
E09000027,21.124437,9.0
E06000016,14.077936,31.0
E06000006,12.56385,15.0
E08000024,30.120695,47.0
E10000006,65.48395,69.0
E08000013,24.59161,21.0
E09000018,26.01712,23.0
E06000021,10.331887,11.0
E06000002,19.651659,18.0
E09000009,11.423234,11.0
E06000009,42.041363,30.0
E10000021,47.357437,33.0
E10000027,13.034484,13.0
E10000002,28.156733,22.0
E10000018,26.823992,34.0
E09000001,5.1801853,0.0
E10000007,47.04525,37.0
E08000026,30.215532,25.0
E10000015,89.516594,77.0
E08000023,12.749265,12.0
E06000049,20.5166,39.0
E08000003,35.12159,63.0
E08000025,140.78485,60.0
E09000029,25.484747,22.0
E09000017,30.061268,32.0
E09000002,19.893763,15.0
E10000032,34.082626,38.0
E10000020,33.155876,53.0
E08000022,16.38285,16.0
E08000004,22.056675,37.0
E08000007,23.148333,34.0
E06000056,17.335215,17.0
E06000033,16.78217,6.0
E10000030,90.855286,64.0
E06000040,11.862903,10.0
E10000008,20.57797,21.0
E09000021,26.246023,33.0
E08000014,20.357038,19.0
E06000014,7.8615704,9.0
E10000016,88.17273,117.0
E06000008,11.1917715,17.0
E10000023,26.227663,26.0
E10000017,91.33084,104.0
E09000015,38.906853,31.0
E08000011,19.576666,29.0
E06000041,14.852181,5.0
E08000035,32.181038,42.0
E06000035,19.058563,20.0
E10000011,22.962318,27.0
E06000012,6.9398975,4.0
E06000047,26.873356,58.0
E06000007,17.651579,22.0
E10000029,26.595125,27.0
E06000030,8.702353,19.0
E06000038,13.790734,15.0
E08000009,21.265877,19.0
E06000011,15.047178,9.0
E08000015,23.084505,40.0
E06000043,14.031871,6.0
E10000025,44.710373,60.0
E06000018,17.552202,12.0
E10000013,34.205624,41.0
E08000037,21.825386,36.0
E08000002,16.75746,23.0
E06000026,8.605589,9.0
E06000017,7.8311057,0.0
E06000027,8.701108,21.0
E06000022,7.18072,11.0
E10000031,37.23923,40.0
E06000024,6.9122033,11.0
E06000046,7.6097746,2.0
E09000026,29.783777,30.0
E06000050,21.774378,28.0
E06000059,14.00856,17.0
E06000031,8.642987,2.0
E10000019,31.267569,22.0
E06000044,3.769825,10.0
E09000008,57.04605,43.0
E08000030,35.079018,32.0
E10000012,96.04549,63.0
E09000022,55.22232,30.0
E06000003,13.9325075,9.0
E06000004,14.627879,18.0
E08000018,30.651,20.0
E08000036,20.302326,12.0
E09000003,58.90598,33.0
E08000016,27.475645,19.0
E09000004,22.611473,16.0
E08000001,18.249235,42.0
E08000012,48.85582,66.0
E06000032,21.625359,16.0
E09000005,64.00505,29.0
E10000034,44.722145,39.0
E06000001,7.4812565,9.0
E08000032,25.114992,28.0
E06000015,26.358444,11.0
E06000037,9.4235325,2.0
E09000010,29.714067,30.0
E06000039,14.549457,8.0
E08000017,22.105114,25.0
E10000028,52.040825,57.0
E06000020,12.131812,2.0
E06000036,9.566236,3.0
