n,o,l
hautes_pyrenees,0.5591829,1.0
paris,80.01926,32.0
loire,0.5388351,0.0
landes,0.39894944,0.0
charente_maritime,0.63012636,3.0
ardeche,0.26223797,0.0
doubs,3.0680923,2.0
aube,10.632635,3.0
essonne,62.329582,49.0
meurthe_et_moselle,4.282764,2.0
drome,0.4552341,2.0
dordogne,0.21620876,1.0
moselle,14.412083,9.0
tarn,1.3385277,2.0
lot,0.33341914,0.0
hauts_de_seine,53.1056,23.0
pas_de_calais,13.688471,9.0
marne,4.2655954,2.0
puy_de_dome,4.0478544,4.0
mayenne,0.5484013,0.0
val_de_marne,45.77098,29.0
pyrenees_atlantiques,2.0292277,4.0
bas_rhin,1.0857515,0.0
herault,13.371442,16.0
bouches_du_rhone,71.34907,30.0
alpes_maritimes,4.9533567,0.0
charente,0.5506623,0.0
eure,13.900387,6.0
correze,0.5149461,0.0
haute_savoie,15.364429,4.0
seine_et_marne,50.583687,42.0
rhone,6.2416663,4.0
ain,3.7053666,5.0
haute_garonne,4.0458055,6.0
jura,14.208561,1.0
saone_et_loire,5.2125626,6.0
indre,8.776781,8.0
pyrenees_orientales,0.48131573,0.0
ardennes,0.95598525,2.0
haut_rhin,11.700281,6.0
haute_saone,2.8544006,2.0
meuse,0.7541856,0.0
isere,2.813732,1.0
territoire_de_belfort,0.6793828,1.0
cher,3.6989477,3.0
loir_et_cher,0.5313648,1.0
seine_maritime,13.689066,4.0
val_d'oise,26.12872,14.0
aisne,9.585505,4.0
oise,27.417797,13.0
cote_d'or,0.43876454,5.0
vosges,5.724256,1.0
nord,8.253813,17.0
gironde,3.635453,0.0
yonne,0.41836807,0.0
lot_et_garonne,0.44934186,0.0
yvelines,25.407963,30.0
gers,0.68850553,0.0
savoie,0.5246076,0.0
loire_atlantique,0.3671297,0.0
alpes_de_haute_provence,0.4987486,1.0
haute_marne,0.5631068,0.0
eure_et_loir,40.472443,3.0
seine_saint_denis,56.73765,24.0
maine_et_loire,0.3204303,0.0
manche,1.3506448,0.0
calvados,0.6556837,0.0
somme,8.489972,6.0
nievre,5.088614,0.0
vienne,0.6358297,2.0
cantal,0.0,0.0
tarn_et_garonne,0.95564586,1.0
haute_loire,0.61184883,3.0
indre_et_loire,0.5651382,1.0
vaucluse,10.416239,0.0
var,5.125835,0.0
orne,0.57914305,7.0
haute_vienne,0.8461759,0.0
aude,3.4577498,1.0
loiret,6.1522126,4.0
gard,11.9142,9.0
