n,o,l
avila,40.493187,35.0
cadiz,46.093994,11.0
ciudad_real,0.053386085,175.0
soria,59.79418,23.0
huelva,17.58123,6.0
bizkaia,249.63196,152.0
jaen,66.12363,8.0
guadalajara,0.053382784,57.0
badajoz,50.03675,5.0
leon,99.97472,104.0
malaga,91.133484,23.0
segovia,67.47403,68.0
albacete,0.025129624,56.0
gipuzkoa,84.16493,35.0
alicante,227.70218,79.0
burgos,53.60673,25.0
tarragona,82.072914,0.0
cuenca,0.053306527,36.0
valladolid,82.01645,135.0
toledo,130.87947,21.0
caceres,93.78772,21.0
araba/alava,0.053399913,32.0
girona,67.950775,0.0
zamora,1493.5779,638.0
cordoba,22.342865,40.0
barcelona,74.61003,21.0
lleida,69.48297,38.0
castellon,63.388493,27.0
valencia,177.49544,113.0
granada,89.536514,32.0
salamanca,102.49835,64.0
almeria,25.087688,1.0
palencia,39.973667,16.0
sevilla,99.685356,17.0
