n,o,l
hautes_pyrenees,0.9244229,2.0
paris,148.00887,188.0
loire,0.4578605,1.0
landes,0.0,0.0
charente_maritime,1.8461773,3.0
ardeche,1.3385673,0.0
doubs,5.5294495,11.0
aube,7.9685464,26.0
essonne,61.24096,178.0
meurthe_et_moselle,5.979097,16.0
drome,3.3439922,0.0
dordogne,0.84555024,0.0
moselle,15.002444,0.0
tarn,0.26349834,6.0
lot,0.114025176,0.0
hauts_de_seine,109.56395,112.0
pas_de_calais,4.4911456,31.0
marne,11.43773,14.0
puy_de_dome,3.365242,10.0
mayenne,0.20041105,1.0
val_de_marne,52.02117,101.0
pyrenees_atlantiques,19.72419,0.0
bas_rhin,2.1111176,6.0
herault,52.20175,23.0
bouches_du_rhone,157.35991,156.0
alpes_maritimes,10.738349,10.0
charente,0.25448593,2.0
eure,7.1636777,37.0
correze,0.24997306,1.0
haute_savoie,21.231207,43.0
seine_et_marne,37.849915,133.0
rhone,2.450768,13.0
ain,1.6971343,10.0
haute_garonne,10.440564,12.0
jura,0.44618335,36.0
saone_et_loire,3.2373822,12.0
indre,5.7475715,8.0
pyrenees_orientales,0.21064341,2.0
ardennes,0.36145437,0.0
haut_rhin,32.305893,4.0
haute_saone,6.721871,12.0
meuse,0.47761583,6.0
isere,4.8278832,12.0
territoire_de_belfort,2.828946,5.0
cher,10.649171,14.0
loir_et_cher,1.4477513,2.0
seine_maritime,12.300891,32.0
val_d'oise,73.1503,53.0
aisne,6.852801,15.0
oise,38.215282,63.0
cote_d'or,1.8742772,2.0
vosges,16.840605,11.0
nord,8.840669,19.0
gironde,16.478159,12.0
yonne,0.271395,0.0
lot_et_garonne,0.24640174,0.0
yvelines,38.9768,72.0
gers,1.3479446,4.0
savoie,0.37954172,2.0
loire_atlantique,0.56858873,0.0
alpes_de_haute_provence,0.55063,2.0
haute_marne,0.7211053,2.0
eure_et_loir,13.582393,113.0
seine_saint_denis,82.27231,123.0
maine_et_loire,0.16113539,0.0
manche,2.9726267,8.0
calvados,5.588036,2.0
somme,8.421065,15.0
nievre,0.6360782,4.0
vienne,0.123972535,2.0
cantal,0.3169595,0.0
tarn_et_garonne,0.7639875,0.0
haute_loire,0.1457249,1.0
indre_et_loire,3.227662,2.0
vaucluse,13.917435,9.0
var,9.307365,31.0
orne,1.350486,3.0
haute_vienne,0.67399013,5.0
aude,6.0199685,15.0
loiret,13.23996,15.0
gard,4.6438565,35.0
