n,o,l
hautes_pyrenees,0.3482914,0.0
paris,7.162731,8.0
loire,0.49099636,0.0
landes,0.03907018,0.0
charente_maritime,0.15473269,0.0
ardeche,0.11923813,0.0
doubs,0.35483795,1.0
aube,0.66074616,2.0
essonne,8.6483,6.0
meurthe_et_moselle,0.15848783,1.0
drome,0.06308368,4.0
dordogne,0.0,0.0
moselle,0.89006376,0.0
tarn,0.037351687,0.0
lot,0.0,0.0
hauts_de_seine,2.3020406,3.0
pas_de_calais,2.4023108,3.0
marne,0.036937594,0.0
puy_de_dome,0.45831746,1.0
mayenne,0.012438461,1.0
val_de_marne,4.1886897,4.0
pyrenees_atlantiques,0.8717429,2.0
bas_rhin,0.36065835,5.0
herault,2.058047,14.0
bouches_du_rhone,5.4137993,51.0
alpes_maritimes,0.0,0.0
charente,0.0,0.0
eure,1.5955732,4.0
correze,0.0,0.0
haute_savoie,2.5114808,6.0
seine_et_marne,4.2763004,8.0
rhone,0.841889,1.0
ain,1.1414282,3.0
haute_garonne,0.5743723,3.0
jura,0.156234,10.0
saone_et_loire,0.49392217,0.0
indre,2.3598828,3.0
pyrenees_orientales,0.082766905,0.0
ardennes,0.05203057,2.0
haut_rhin,0.82526255,0.0
haute_saone,0.025713913,0.0
meuse,0.039743,0.0
isere,0.0,0.0
territoire_de_belfort,0.27455634,0.0
cher,0.42217314,5.0
loir_et_cher,0.0,0.0
seine_maritime,0.46755457,1.0
val_d'oise,1.8002738,8.0
aisne,0.8882571,1.0
oise,2.9495497,25.0
cote_d'or,0.28857106,0.0
vosges,0.0,7.0
nord,1.6580391,9.0
gironde,0.056192778,1.0
yonne,0.0,0.0
lot_et_garonne,0.0053955913,1.0
yvelines,4.645448,8.0
gers,0.1736422,3.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.07919969,0.0
haute_marne,0.038435522,0.0
eure_et_loir,0.5660768,7.0
seine_saint_denis,3.7716463,4.0
maine_et_loire,0.08385292,0.0
manche,0.0,1.0
calvados,0.038813937,0.0
somme,3.5249333,11.0
nievre,0.056714047,0.0
vienne,0.036791094,0.0
cantal,0.0,0.0
tarn_et_garonne,0.09036907,0.0
haute_loire,0.17078453,0.0
indre_et_loire,0.038815666,1.0
vaucluse,0.35354227,12.0
var,0.0,1.0
orne,0.66231763,1.0
haute_vienne,0.010414004,5.0
aude,0.07312365,0.0
loiret,0.019593611,1.0
gard,0.9219936,17.0
