n,o,l
hautes_pyrenees,2.2231286,40.0
paris,89.03828,79.0
loire,0.0,1.0
landes,0.17165932,0.0
charente_maritime,1.7769549,42.0
ardeche,0.39295134,7.0
doubs,2.6958396,12.0
aube,7.7362995,20.0
essonne,40.810654,61.0
meurthe_et_moselle,3.3308623,7.0
drome,1.6767337,7.0
dordogne,0.048880957,0.0
moselle,19.31033,52.0
tarn,0.075947605,4.0
lot,0.0048512463,0.0
hauts_de_seine,71.28201,93.0
pas_de_calais,7.2908473,28.0
marne,9.227664,8.0
puy_de_dome,4.8265533,10.0
mayenne,0.0,0.0
val_de_marne,46.527416,56.0
pyrenees_atlantiques,2.0116577,37.0
bas_rhin,12.939212,0.0
herault,26.343666,16.0
bouches_du_rhone,70.039345,127.0
alpes_maritimes,7.6463914,1.0
charente,0.007812556,0.0
eure,8.495997,36.0
correze,0.0,0.0
haute_savoie,12.334288,30.0
seine_et_marne,37.963688,72.0
rhone,4.9917536,11.0
ain,2.3527696,19.0
haute_garonne,4.618567,2.0
jura,0.8360105,1.0
saone_et_loire,4.1172113,13.0
indre,6.4297786,15.0
pyrenees_orientales,0.0,0.0
ardennes,0.63849527,5.0
haut_rhin,33.77418,67.0
haute_saone,2.1841514,23.0
meuse,1.012856,3.0
isere,0.71652013,3.0
territoire_de_belfort,1.7050521,2.0
cher,4.8760676,17.0
loir_et_cher,0.060582783,0.0
seine_maritime,9.284762,9.0
val_d'oise,34.49128,41.0
aisne,11.812427,14.0
oise,37.545185,32.0
cote_d'or,2.309571,5.0
vosges,12.760282,12.0
nord,8.901592,20.0
gironde,10.553308,14.0
yonne,0.07469076,3.0
lot_et_garonne,0.0,2.0
yvelines,23.557867,41.0
gers,1.0606887,6.0
savoie,0.15322128,0.0
loire_atlantique,0.31523255,0.0
alpes_de_haute_provence,0.23191851,4.0
haute_marne,0.18500209,3.0
eure_et_loir,13.5893345,9.0
seine_saint_denis,64.542625,79.0
maine_et_loire,0.0,0.0
manche,1.2358794,16.0
calvados,2.9912786,4.0
somme,9.321053,18.0
nievre,2.0672305,12.0
vienne,0.0,1.0
cantal,0.0,0.0
tarn_et_garonne,0.07596271,3.0
haute_loire,0.0,1.0
indre_et_loire,0.9690905,1.0
vaucluse,9.994334,17.0
var,3.5951917,5.0
orne,0.07859118,5.0
haute_vienne,0.17946613,2.0
aude,3.508483,4.0
loiret,10.199004,0.0
gard,7.288466,10.0
