n,o,l
E06000013,10.138075,7.0
E06000054,18.024122,13.0
E08000027,29.354368,18.0
E10000024,43.309483,30.0
E06000042,20.769556,19.0
E09000023,40.42147,44.0
E08000010,27.053617,23.0
E09000020,25.223173,11.0
E06000051,14.315591,10.0
E10000014,84.95253,102.0
E06000057,6.413941,21.0
E06000005,17.105871,28.0
E06000055,13.025052,15.0
E08000008,19.483644,28.0
E08000019,93.170975,64.0
E08000005,20.23366,17.0
E08000021,35.058273,39.0
E08000033,12.649501,10.0
E09000016,27.656057,22.0
E08000031,28.68122,22.0
E09000006,45.71561,37.0
E06000045,22.253006,9.0
E06000034,15.4144,8.0
E10000003,29.2946,19.0
E06000052,21.854897,19.0
E08000034,23.691673,28.0
E09000027,22.047594,11.0
E06000016,21.651388,26.0
E06000006,15.040543,22.0
E08000024,51.709557,60.0
E10000006,64.18683,97.0
E08000013,25.813288,27.0
E09000018,31.06376,17.0
E06000021,12.037616,4.0
E06000002,20.207254,17.0
E09000009,15.12073,6.0
E06000009,43.525032,30.0
E10000021,60.987186,43.0
E10000027,12.598012,16.0
E10000002,30.565275,26.0
E10000018,36.99671,31.0
E09000001,4.59642,0.0
E10000007,48.955124,25.0
E08000026,29.476185,24.0
E10000015,85.81762,91.0
E08000023,21.373304,23.0
E06000049,21.566586,33.0
E08000003,33.18998,73.0
E08000025,124.814896,64.0
E09000029,26.748962,24.0
E09000017,33.194683,23.0
E09000002,20.77056,11.0
E10000032,35.878452,50.0
E10000020,30.834316,47.0
E08000022,18.478254,32.0
E08000004,19.913322,34.0
E08000007,25.169508,45.0
E06000056,19.8741,19.0
E06000033,19.285343,19.0
E10000030,85.56321,86.0
E06000040,11.2537565,3.0
E10000008,18.401457,14.0
E09000021,32.23653,36.0
E08000014,21.42631,13.0
E06000014,7.7229624,10.0
E10000016,84.68481,142.0
E06000008,13.770976,10.0
E10000023,30.331436,30.0
E10000017,97.69926,113.0
E09000015,37.51621,25.0
E08000011,22.594114,33.0
E06000041,16.326635,7.0
E08000035,30.775082,49.0
E06000035,18.854952,30.0
E10000011,26.69617,19.0
E06000012,7.020241,6.0
E06000047,27.087744,86.0
E06000007,25.11566,33.0
E10000029,31.327637,30.0
E06000030,9.154711,9.0
E06000038,12.117869,5.0
E08000009,19.870829,22.0
E06000011,21.301277,20.0
E08000015,22.627298,46.0
E06000043,10.9243,10.0
E10000025,51.44894,50.0
E06000018,17.928839,21.0
E10000013,35.365105,36.0
E08000037,31.999289,41.0
E08000002,12.040587,24.0
E06000026,7.0008287,5.0
E06000017,5.7852316,0.0
E06000027,9.956994,2.0
E06000022,6.5380144,11.0
E10000031,34.75738,37.0
E06000024,11.793034,6.0
E06000046,6.46327,4.0
E09000026,31.34315,26.0
E06000050,24.361649,31.0
E06000059,12.393384,12.0
E06000031,8.56939,8.0
E10000019,30.38474,37.0
E06000044,1.807004,10.0
E09000008,59.188694,42.0
E08000030,34.093807,33.0
E10000012,88.99797,100.0
E09000022,50.359432,42.0
E06000003,12.820526,9.0
E06000004,16.372969,9.0
E08000018,31.258865,8.0
E08000036,18.367416,24.0
E09000003,55.586468,37.0
E08000016,29.07183,13.0
E09000004,25.695436,24.0
E08000001,25.305744,32.0
E08000012,45.43854,52.0
E06000032,26.89739,28.0
E09000005,61.384693,37.0
E10000034,42.898235,36.0
E06000001,7.15583,9.0
E08000032,27.707457,36.0
E06000015,27.093637,2.0
E06000037,10.90109,6.0
E09000010,29.658949,34.0
E06000039,12.819475,9.0
E08000017,20.355043,1.0
E10000028,49.956985,41.0
E06000020,10.513169,3.0
E06000036,10.449801,4.0
