n,o,l
E06000013,5.81136,3.0
E06000054,3.9488854,2.0
E08000027,13.264886,3.0
E10000024,13.137396,12.0
E06000042,2.0011992,1.0
E09000023,2.172775,2.0
E08000010,11.019962,18.0
E09000020,0.18235737,0.0
E06000051,7.00907,9.0
E10000014,27.898806,17.0
E06000057,3.778351,3.0
E06000005,6.697712,2.0
E06000055,3.7954617,3.0
E08000008,3.2167919,9.0
E08000019,24.513355,13.0
E08000005,3.0146132,3.0
E08000021,7.90346,2.0
E08000033,0.5231162,1.0
E09000016,2.0259411,1.0
E08000031,10.277538,8.0
E09000006,7.6775637,3.0
E06000045,4.1173577,1.0
E06000034,0.5258877,14.0
E10000003,13.600838,4.0
E06000052,2.329845,7.0
E08000034,8.410799,0.0
E09000027,0.7086902,10.0
E06000016,6.1165843,0.0
E06000006,0.50954926,4.0
E08000024,10.832087,2.0
E10000006,22.554638,2.0
E08000013,4.427995,0.0
E09000018,2.9705179,7.0
E06000021,10.3192425,1.0
E06000002,6.5929885,3.0
E09000009,4.824646,0.0
E06000009,6.337195,16.0
E10000021,6.041611,11.0
E10000027,5.55987,7.0
E10000002,5.227679,6.0
E10000018,9.470722,0.0
E09000001,0.0,0.0
E10000007,12.7859745,10.0
E08000026,6.9945483,5.0
E10000015,30.156445,5.0
E08000023,10.027736,8.0
E06000049,11.975546,5.0
E08000003,9.394995,15.0
E08000025,19.614407,18.0
E09000029,2.1987207,0.0
E09000017,0.7567354,0.0
E09000002,0.22731882,1.0
E10000032,10.290472,10.0
E10000020,34.941807,3.0
E08000022,2.292581,13.0
E08000004,9.264079,4.0
E08000007,9.80263,9.0
E06000056,2.7733252,3.0
E06000033,0.5531993,2.0
E10000030,17.367296,11.0
E06000040,0.29719743,0.0
E10000008,8.022437,6.0
E09000021,4.656384,8.0
E08000014,1.9811667,1.0
E06000014,5.1676884,7.0
E10000016,51.949074,25.0
E06000008,1.4420987,1.0
E10000023,19.324892,5.0
E10000017,33.701134,18.0
E09000015,3.9468234,1.0
E08000011,4.4787793,1.0
E06000041,1.7609353,2.0
E08000035,21.540892,11.0
E06000035,2.460932,6.0
E10000011,5.009555,1.0
E06000012,0.045218322,3.0
E06000047,29.421976,20.0
E06000007,4.860209,3.0
E10000029,17.629034,7.0
E06000030,2.052483,7.0
E06000038,3.9812138,3.0
E08000009,3.9456625,1.0
E06000011,13.670409,4.0
E08000015,9.063605,8.0
E06000043,0.5905015,2.0
E10000025,11.248026,26.0
E06000018,3.6711254,0.0
E10000013,12.229849,0.0
E08000037,11.143898,1.0
E08000002,4.9004135,1.0
E06000026,1.1539643,3.0
E06000017,0.0,1.0
E06000027,0.0,0.0
E06000022,0.07509172,1.0
E10000031,14.226284,8.0
E06000024,2.8619533,8.0
E06000046,2.1265588,1.0
E09000026,2.2199397,2.0
E06000050,12.033925,4.0
E06000059,1.5794426,0.0
E06000031,3.6597948,4.0
E10000019,6.0443983,11.0
E06000044,0.55528486,2.0
E09000008,7.6923876,1.0
E08000030,9.915209,3.0
E10000012,35.270584,11.0
E09000022,1.8894454,1.0
E06000003,1.8800813,7.0
E06000004,5.5226426,10.0
E08000018,10.3479595,3.0
E08000036,6.23994,6.0
E09000003,2.7119362,1.0
E08000016,10.175655,9.0
E09000004,2.345176,2.0
E08000001,7.108888,9.0
E08000012,11.489786,3.0
E06000032,1.2617438,0.0
E09000005,3.7905564,0.0
E10000034,9.148781,5.0
E06000001,1.0758456,6.0
E08000032,20.820171,6.0
E06000015,0.818282,4.0
E06000037,0.5500687,1.0
E09000010,0.40196514,0.0
E06000039,3.1496973,3.0
E08000017,12.153787,12.0
E10000028,22.707436,12.0
E06000020,1.8057287,1.0
E06000036,0.15500754,2.0
