n,o,l
hautes_pyrenees,2.218184,10.0
paris,168.09802,123.0
loire,0.14805984,1.0
landes,0.39180398,2.0
charente_maritime,4.250399,10.0
ardeche,1.7446779,2.0
doubs,10.683511,13.0
aube,12.276388,12.0
essonne,64.40492,59.0
meurthe_et_moselle,6.6676497,2.0
drome,1.862315,7.0
dordogne,0.2936762,1.0
moselle,19.647268,12.0
tarn,0.38608545,1.0
lot,0.5728964,3.0
hauts_de_seine,129.42236,96.0
pas_de_calais,7.2803288,20.0
marne,13.404711,11.0
puy_de_dome,4.6619215,10.0
mayenne,0.19983308,0.0
val_de_marne,72.623634,87.0
pyrenees_atlantiques,4.106064,5.0
bas_rhin,28.06687,23.0
herault,58.535046,47.0
bouches_du_rhone,156.07037,153.0
alpes_maritimes,19.707615,7.0
charente,0.32171148,3.0
eure,9.549893,20.0
correze,0.28707284,2.0
haute_savoie,27.598812,15.0
seine_et_marne,42.945137,57.0
rhone,3.445381,36.0
ain,4.026048,2.0
haute_garonne,12.251714,12.0
jura,0.6648446,12.0
saone_et_loire,5.124817,26.0
indre,8.305295,21.0
pyrenees_orientales,0.21453941,1.0
ardennes,0.98657507,1.0
haut_rhin,51.182255,34.0
haute_saone,6.8012757,10.0
meuse,0.54769987,0.0
isere,3.8710718,4.0
territoire_de_belfort,5.0181046,5.0
cher,14.528995,6.0
loir_et_cher,2.06487,0.0
seine_maritime,16.956331,26.0
val_d'oise,79.23632,47.0
aisne,16.820372,33.0
oise,53.161526,44.0
cote_d'or,0.936015,7.0
vosges,18.815868,31.0
nord,12.548022,13.0
gironde,16.082764,18.0
yonne,0.21542369,0.0
lot_et_garonne,0.345106,0.0
yvelines,41.89554,31.0
gers,2.1448958,3.0
savoie,0.5272444,4.0
loire_atlantique,1.4729904,2.0
alpes_de_haute_provence,0.9138824,3.0
haute_marne,0.28141373,0.0
eure_et_loir,19.563976,46.0
seine_saint_denis,87.697876,96.0
maine_et_loire,0.23034556,1.0
manche,2.62172,6.0
calvados,6.7041035,6.0
somme,10.564974,23.0
nievre,1.3414305,3.0
vienne,0.11415008,1.0
cantal,0.0,0.0
tarn_et_garonne,0.52607584,2.0
haute_loire,0.12320724,1.0
indre_et_loire,2.918166,5.0
vaucluse,18.942368,26.0
var,7.3876925,6.0
orne,1.7088203,4.0
haute_vienne,0.8282308,1.0
aude,6.053379,2.0
loiret,15.581584,18.0
gard,6.3555183,5.0
