n,o,l
E06000013,8.713501,3.0
E06000054,7.142699,6.0
E08000027,18.137188,3.0
E10000024,12.602467,11.0
E06000042,2.3662872,2.0
E09000023,3.8660893,4.0
E08000010,10.914243,12.0
E09000020,1.2232354,6.0
E06000051,8.87319,26.0
E10000014,30.221424,21.0
E06000057,3.6612554,10.0
E06000005,9.410466,4.0
E06000055,5.998183,9.0
E08000008,4.7912517,4.0
E08000019,24.384756,13.0
E08000005,4.4752545,12.0
E08000021,4.259194,16.0
E08000033,1.4747875,5.0
E09000016,3.7257307,0.0
E08000031,10.829751,13.0
E09000006,10.77202,11.0
E06000045,6.5762334,6.0
E06000034,1.5263999,3.0
E10000003,17.883863,22.0
E06000052,3.2596252,4.0
E08000034,9.412828,6.0
E09000027,1.6151319,4.0
E06000016,6.8058496,8.0
E06000006,2.0770807,3.0
E08000024,14.32725,10.0
E10000006,23.589155,30.0
E08000013,5.05815,4.0
E09000018,5.132302,5.0
E06000021,12.750197,18.0
E06000002,6.8240476,7.0
E09000009,5.780582,3.0
E06000009,8.720958,14.0
E10000021,7.790747,19.0
E10000027,7.700017,4.0
E10000002,5.945496,8.0
E10000018,10.521201,18.0
E09000001,0.28544396,0.0
E10000007,10.788759,29.0
E08000026,9.658593,5.0
E10000015,32.656227,19.0
E08000023,10.264697,5.0
E06000049,13.420406,14.0
E08000003,12.514291,17.0
E08000025,24.93841,24.0
E09000029,4.142254,3.0
E09000017,2.1741629,9.0
E09000002,1.0322208,6.0
E10000032,14.133002,7.0
E10000020,37.376568,23.0
E08000022,3.8025556,6.0
E08000004,13.004482,26.0
E08000007,13.3820505,8.0
E06000056,2.9767897,5.0
E06000033,2.3435771,7.0
E10000030,19.946966,13.0
E06000040,1.8776126,2.0
E10000008,7.7847586,4.0
E09000021,7.1652007,3.0
E08000014,3.6995447,1.0
E06000014,7.2902665,14.0
E10000016,53.515377,53.0
E06000008,3.375255,7.0
E10000023,21.146317,15.0
E10000017,37.625683,22.0
E09000015,2.8700914,13.0
E08000011,6.172073,2.0
E06000041,4.1691556,6.0
E08000035,20.375185,37.0
E06000035,4.7443404,5.0
E10000011,8.373025,3.0
E06000012,0.0,1.0
E06000047,35.70561,21.0
E06000007,6.4681287,4.0
E10000029,19.686735,25.0
E06000030,3.0597982,9.0
E06000038,5.0834413,2.0
E08000009,6.231867,6.0
E06000011,15.649583,12.0
E08000015,10.75031,11.0
E06000043,1.8240988,0.0
E10000025,13.169106,18.0
E06000018,3.692451,5.0
E10000013,11.844032,7.0
E08000037,13.2124,20.0
E08000002,5.759832,4.0
E06000026,3.161735,6.0
E06000017,0.0,1.0
E06000027,1.0005826,2.0
E06000022,0.96421295,2.0
E10000031,14.508031,10.0
E06000024,4.8583207,6.0
E06000046,3.4373488,4.0
E09000026,1.6427865,9.0
E06000050,13.289264,9.0
E06000059,3.2531426,1.0
E06000031,5.800888,36.0
E10000019,8.609895,50.0
E06000044,0.0,1.0
E09000008,8.80539,4.0
E08000030,10.441374,3.0
E10000012,31.947289,47.0
E09000022,3.582838,7.0
E06000003,3.4446278,7.0
E06000004,8.101359,7.0
E08000018,10.10011,11.0
E08000036,7.710983,15.0
E09000003,5.048324,5.0
E08000016,12.002273,7.0
E09000004,4.3144655,4.0
E08000001,9.332539,8.0
E08000012,13.317458,2.0
E06000032,0.0,1.0
E09000005,6.608688,5.0
E10000034,10.771048,10.0
E06000001,3.0411005,10.0
E08000032,23.40336,17.0
E06000015,2.1933403,5.0
E06000037,1.8027437,1.0
E09000010,1.8919036,1.0
E06000039,5.3145266,0.0
E08000017,17.13743,0.0
E10000028,23.00392,18.0
E06000020,4.0682974,1.0
E06000036,1.2831969,2.0
