n,o,l
hautes_pyrenees,0.68233,8.0
paris,216.14111,166.0
loire,0.0,1.0
landes,0.0,1.0
charente_maritime,0.8341492,5.0
ardeche,7.336437,2.0
doubs,13.114746,6.0
aube,13.11562,14.0
essonne,84.54366,98.0
meurthe_et_moselle,3.6454172,10.0
drome,6.836698,7.0
dordogne,0.38195798,3.0
moselle,7.693622,47.0
tarn,0.0,3.0
lot,2.4922557,2.0
hauts_de_seine,139.63106,124.0
pas_de_calais,4.2344546,20.0
marne,9.008241,25.0
puy_de_dome,7.5003858,13.0
mayenne,0.02716185,0.0
val_de_marne,54.472343,98.0
pyrenees_atlantiques,21.193724,21.0
bas_rhin,6.212711,2.0
herault,87.54424,41.0
bouches_du_rhone,159.36641,81.0
alpes_maritimes,8.993288,5.0
charente,0.6647533,2.0
eure,7.463024,29.0
correze,0.44645256,1.0
haute_savoie,39.917004,14.0
seine_et_marne,39.89723,78.0
rhone,21.803646,14.0
ain,9.51068,9.0
haute_garonne,12.477996,4.0
jura,0.0,4.0
saone_et_loire,3.42415,12.0
indre,4.7411714,14.0
pyrenees_orientales,0.0,3.0
ardennes,0.42925808,5.0
haut_rhin,33.477047,45.0
haute_saone,13.847225,10.0
meuse,0.0,7.0
isere,14.831704,2.0
territoire_de_belfort,6.9849358,6.0
cher,16.013155,4.0
loir_et_cher,4.6212173,3.0
seine_maritime,19.993773,24.0
val_d'oise,140.88976,46.0
aisne,0.552645,23.0
oise,41.030437,74.0
cote_d'or,0.81618065,9.0
vosges,14.58831,20.0
nord,9.168512,30.0
gironde,18.257063,21.0
yonne,1.7555434,4.0
lot_et_garonne,0.50196266,1.0
yvelines,43.9863,40.0
gers,3.83791,3.0
savoie,1.4607439,4.0
loire_atlantique,1.7012194,2.0
alpes_de_haute_provence,0.7181263,1.0
haute_marne,0.19862264,3.0
eure_et_loir,16.38979,31.0
seine_saint_denis,110.48528,128.0
maine_et_loire,0.48214507,0.0
manche,2.6357398,5.0
calvados,9.559526,10.0
somme,12.519158,26.0
nievre,0.4102347,7.0
vienne,0.0,2.0
cantal,0.0,0.0
tarn_et_garonne,2.691977,0.0
haute_loire,0.014017155,0.0
indre_et_loire,3.655126,2.0
vaucluse,22.648386,25.0
var,7.470988,7.0
orne,3.428225,2.0
haute_vienne,0.7919094,1.0
aude,8.812776,7.0
loiret,12.861951,19.0
gard,4.797869,17.0
