n,o,l
E06000013,8.545058,5.0
E06000054,12.410874,3.0
E08000027,21.28077,21.0
E10000024,29.093761,6.0
E06000042,15.997781,4.0
E09000023,21.005102,5.0
E08000010,32.791622,12.0
E09000020,10.178224,4.0
E06000051,8.072371,11.0
E10000014,80.56467,40.0
E06000057,9.806634,5.0
E06000005,32.837757,13.0
E06000055,14.178987,5.0
E08000008,12.454128,5.0
E08000019,55.242733,54.0
E08000005,20.428612,4.0
E08000021,30.13745,11.0
E08000033,5.3344336,4.0
E09000016,25.050997,5.0
E08000031,29.508217,6.0
E09000006,10.262704,4.0
E06000045,7.579261,2.0
E06000034,22.29296,11.0
E10000003,13.745797,6.0
E06000052,17.421244,7.0
E08000034,7.65467,2.0
E09000027,21.247778,13.0
E06000016,12.702085,1.0
E06000006,47.294174,16.0
E08000024,52.464966,29.0
E10000006,17.617619,10.0
E08000013,16.456808,7.0
E09000018,15.200688,12.0
E06000021,17.890184,13.0
E06000002,13.167749,11.0
E09000009,34.34165,8.0
E06000009,32.244446,1.0
E10000021,15.522984,9.0
E10000027,25.477343,19.0
E10000002,25.52524,18.0
E10000018,5.6689386,0.0
E09000001,6.278486,1.0
E10000007,28.743803,51.0
E08000026,17.413265,15.0
E10000015,71.21164,25.0
E08000023,16.014257,12.0
E06000049,30.769941,27.0
E08000003,49.77742,14.0
E08000025,59.37285,37.0
E09000029,21.373508,2.0
E09000017,21.551699,2.0
E09000002,11.390207,3.0
E10000032,35.942123,18.0
E10000020,17.540215,2.0
E08000022,50.8762,31.0
E08000004,37.76924,8.0
E08000007,30.40556,15.0
E06000056,16.683058,15.0
E06000033,8.540951,4.0
E10000030,82.12804,28.0
E06000040,6.242113,4.0
E10000008,20.89244,7.0
E09000021,28.818697,12.0
E08000014,10.61998,4.0
E06000014,6.373648,8.0
E10000016,99.61576,77.0
E06000008,11.190181,6.0
E10000023,26.891684,18.0
E10000017,95.25482,40.0
E09000015,24.57419,10.0
E08000011,18.260355,8.0
E06000041,7.784346,8.0
E08000035,45.5318,25.0
E06000035,24.34315,5.0
E10000011,18.450657,9.0
E06000012,5.6236863,2.0
E06000047,57.875267,33.0
E06000007,26.00417,10.0
E10000029,30.359236,33.0
E06000030,14.878322,4.0
E06000038,10.275482,9.0
E08000009,20.566355,8.0
E06000011,13.500689,22.0
E08000015,39.551712,12.0
E06000043,10.005128,4.0
E10000025,55.14177,24.0
E06000018,14.387141,1.0
E10000013,47.034958,13.0
E08000037,34.304493,7.0
E08000002,24.692545,8.0
E06000026,4.448548,3.0
E06000017,5.620293,0.0
E06000027,5.95332,17.0
E06000022,9.919387,0.0
E10000031,34.338955,30.0
E06000024,5.6641455,3.0
E06000046,5.654495,1.0
E09000026,23.109089,5.0
E06000050,24.690035,16.0
E06000059,8.144751,6.0
E06000031,6.087842,5.0
E10000019,25.831398,13.0
E06000044,9.961022,2.0
E09000008,33.665882,8.0
E08000030,20.942318,22.0
E10000012,71.490135,76.0
E09000022,35.59703,4.0
E06000003,11.14642,5.0
E06000004,11.5596,3.0
E08000018,16.019072,13.0
E08000036,15.501974,6.0
E09000003,31.112059,7.0
E08000016,21.311792,21.0
E09000004,20.230877,9.0
E08000001,31.610796,10.0
E08000012,49.863743,23.0
E06000032,23.07831,19.0
E09000005,31.368898,6.0
E10000034,36.829113,13.0
E06000001,6.044824,3.0
E08000032,25.09242,28.0
E06000015,10.432061,8.0
E06000037,8.289811,7.0
E09000010,26.066334,18.0
E06000039,11.533251,4.0
E08000017,5.5065455,6.0
E10000028,49.371468,27.0
E06000020,6.1284904,8.0
E06000036,17.779741,18.0
