n,o,l
E06000013,7.3995595,16.0
E06000054,13.675017,5.0
E08000027,27.286026,10.0
E10000024,46.23245,45.0
E06000042,17.299297,16.0
E09000023,40.663006,15.0
E08000010,20.064344,30.0
E09000020,22.55789,6.0
E06000051,16.213737,15.0
E10000014,91.64603,64.0
E06000057,5.035932,7.0
E06000005,24.072416,31.0
E06000055,13.933063,20.0
E08000008,16.704283,15.0
E08000019,88.6342,48.0
E08000005,19.833483,25.0
E08000021,35.973736,31.0
E08000033,9.065082,8.0
E09000016,24.915884,14.0
E08000031,26.415173,17.0
E09000006,49.168095,20.0
E06000045,19.949587,17.0
E06000034,13.653644,4.0
E10000003,21.753365,20.0
E06000052,20.76549,10.0
E08000034,22.896372,24.0
E09000027,20.115206,8.0
E06000016,25.245611,13.0
E06000006,9.893295,10.0
E08000024,39.824047,30.0
E10000006,70.04549,52.0
E08000013,26.150192,9.0
E09000018,29.155352,21.0
E06000021,9.137643,14.0
E06000002,20.022402,20.0
E09000009,7.821955,8.0
E06000009,39.809277,26.0
E10000021,49.773746,33.0
E10000027,10.126302,17.0
E10000002,26.19074,21.0
E10000018,37.40041,22.0
E09000001,3.240724,0.0
E10000007,50.809437,31.0
E08000026,30.685804,13.0
E10000015,88.83345,61.0
E08000023,12.038356,27.0
E06000049,22.822718,28.0
E08000003,35.08982,49.0
E08000025,135.33748,82.0
E09000029,28.566027,25.0
E09000017,29.243658,17.0
E09000002,19.129248,13.0
E10000032,32.60031,34.0
E10000020,32.011677,56.0
E08000022,22.912634,11.0
E08000004,21.453905,18.0
E08000007,26.21837,20.0
E06000056,17.24241,16.0
E06000033,16.538652,7.0
E10000030,92.16173,86.0
E06000040,9.322049,10.0
E10000008,21.16046,25.0
E09000021,28.460373,30.0
E08000014,15.213598,17.0
E06000014,7.026234,7.0
E10000016,96.625885,67.0
E06000008,8.970236,16.0
E10000023,28.747015,15.0
E10000017,92.93338,90.0
E09000015,37.384155,15.0
E08000011,18.825388,8.0
E06000041,14.408518,15.0
E08000035,33.819733,36.0
E06000035,22.226347,13.0
E10000011,23.828142,13.0
E06000012,4.917871,6.0
E06000047,33.69474,39.0
E06000007,18.543123,29.0
E10000029,29.435783,21.0
E06000030,6.841681,17.0
E06000038,12.800239,36.0
E08000009,22.969728,24.0
E06000011,11.124093,26.0
E08000015,22.21579,46.0
E06000043,15.132926,13.0
E10000025,46.585186,52.0
E06000018,16.975397,11.0
E10000013,34.80952,27.0
E08000037,26.374771,25.0
E08000002,16.551016,10.0
E06000026,7.6892953,16.0
E06000017,3.2274811,0.0
E06000027,5.591861,3.0
E06000022,5.362161,9.0
E10000031,35.987396,20.0
E06000024,7.3177505,5.0
E06000046,1.4327118,0.0
E09000026,28.953035,14.0
E06000050,24.280664,22.0
E06000059,13.842341,8.0
E06000031,6.7196884,4.0
E10000019,33.913174,31.0
E06000044,5.677999,11.0
E09000008,57.93261,48.0
E08000030,36.86964,22.0
E10000012,100.61461,50.0
E09000022,55.872375,11.0
E06000003,11.814146,5.0
E06000004,13.752288,15.0
E08000018,28.34076,20.0
E08000036,18.89448,15.0
E09000003,55.112064,20.0
E08000016,29.38178,27.0
E09000004,24.531698,23.0
E08000001,21.229076,31.0
E08000012,49.93305,31.0
E06000032,21.777327,24.0
E09000005,64.11073,34.0
E10000034,43.489437,48.0
E06000001,4.5480676,8.0
E08000032,25.649805,17.0
E06000015,27.57235,5.0
E06000037,10.524255,12.0
E09000010,29.079302,35.0
E06000039,12.521492,17.0
E08000017,19.770535,4.0
E10000028,53.835117,51.0
E06000020,8.358235,5.0
E06000036,8.478026,10.0
