n,o,l
avila,45.149155,41.0
cadiz,37.194958,15.0
ciudad_real,1.1657846,58.0
soria,31.975397,6.0
huelva,13.187186,1.0
bizkaia,246.78932,110.0
jaen,39.70843,8.0
guadalajara,1.1656709,31.0
badajoz,23.100689,3.0
leon,52.137817,24.0
malaga,63.661156,6.0
segovia,91.1618,78.0
albacete,1.4480827,22.0
gipuzkoa,47.760612,19.0
alicante,85.37243,29.0
burgos,30.022621,17.0
tarragona,83.17255,49.0
cuenca,1.1655114,30.0
valladolid,56.730526,26.0
toledo,71.93151,53.0
caceres,29.770058,23.0
araba/alava,1.165715,30.0
girona,111.65231,88.0
zamora,967.16016,9.0
cordoba,12.122639,13.0
barcelona,39.554546,893.0
lleida,44.882248,24.0
castellon,38.02376,2.0
valencia,128.2993,58.0
granada,52.167313,64.0
salamanca,78.44427,18.0
almeria,16.736132,5.0
palencia,23.303972,13.0
sevilla,72.11391,26.0
