n,o,l
E06000013,9.375289,3.0
E06000054,5.3825784,6.0
E08000027,13.153926,3.0
E10000024,10.856143,11.0
E06000042,5.206237,2.0
E09000023,5.099392,4.0
E08000010,17.594275,12.0
E09000020,4.1375775,6.0
E06000051,10.196553,26.0
E10000014,27.069815,21.0
E06000057,9.93618,10.0
E06000005,5.616656,4.0
E06000055,6.9911394,9.0
E08000008,8.846751,4.0
E08000019,22.117687,13.0
E08000005,9.0266075,12.0
E08000021,11.11892,16.0
E08000033,5.429456,5.0
E09000016,5.6832805,0.0
E08000031,10.298241,13.0
E09000006,12.104751,11.0
E06000045,7.8403597,6.0
E06000034,4.2609944,3.0
E10000003,19.943386,22.0
E06000052,5.069921,4.0
E08000034,10.228923,6.0
E09000027,4.569323,4.0
E06000016,7.7736826,8.0
E06000006,4.5037446,3.0
E08000024,16.320442,10.0
E10000006,24.009808,30.0
E08000013,4.503099,4.0
E09000018,7.0964684,5.0
E06000021,14.640737,18.0
E06000002,10.131682,7.0
E09000009,6.590212,3.0
E06000009,6.5746307,14.0
E10000021,9.190347,19.0
E10000027,7.943606,4.0
E10000002,6.225248,8.0
E10000018,12.271047,18.0
E09000001,3.97588,0.0
E10000007,14.732479,29.0
E08000026,10.287848,5.0
E10000015,30.220243,19.0
E08000023,11.140076,5.0
E06000049,16.523085,14.0
E08000003,16.864079,17.0
E08000025,31.891655,24.0
E09000029,4.8781285,3.0
E09000017,4.7222414,9.0
E09000002,4.3888707,6.0
E10000032,11.347302,7.0
E10000020,37.886814,23.0
E08000022,6.654923,6.0
E08000004,16.56074,26.0
E08000007,14.877141,8.0
E06000056,5.0879216,5.0
E06000033,5.3002305,7.0
E10000030,21.908752,13.0
E06000040,4.3457284,2.0
E10000008,6.587627,4.0
E09000021,6.543001,3.0
E08000014,5.217859,1.0
E06000014,12.133054,14.0
E10000016,59.181866,53.0
E06000008,5.6028237,7.0
E10000023,26.095251,15.0
E10000017,38.819096,22.0
E09000015,4.2704186,13.0
E08000011,8.578036,2.0
E06000041,4.771084,6.0
E08000035,21.51976,37.0
E06000035,6.5631843,5.0
E10000011,8.3604765,3.0
E06000012,4.2248206,1.0
E06000047,34.272682,21.0
E06000007,7.031553,4.0
E10000029,21.534029,25.0
E06000030,4.5447087,9.0
E06000038,5.413339,2.0
E08000009,8.734828,6.0
E06000011,16.978296,12.0
E08000015,11.823269,11.0
E06000043,5.164623,0.0
E10000025,27.346928,18.0
E06000018,7.5284567,5.0
E10000013,14.637485,7.0
E08000037,16.100468,20.0
E08000002,6.7080226,4.0
E06000026,5.024517,6.0
E06000017,4.1565566,1.0
E06000027,3.6389222,2.0
E06000022,4.2923417,2.0
E10000031,16.199,10.0
E06000024,6.0690465,6.0
E06000046,4.146566,4.0
E09000026,8.397617,9.0
E06000050,10.970789,9.0
E06000059,4.528308,1.0
E06000031,6.4265423,36.0
E10000019,9.218811,50.0
E06000044,3.8412764,1.0
E09000008,9.166305,4.0
E08000030,10.383567,3.0
E10000012,34.055553,47.0
E09000022,4.985535,7.0
E06000003,5.4660373,7.0
E06000004,11.170476,7.0
E08000018,10.765836,11.0
E08000036,10.598173,15.0
E09000003,6.1948385,5.0
E08000016,11.187846,7.0
E09000004,5.5564246,4.0
E08000001,10.72384,8.0
E08000012,10.207127,2.0
E06000032,4.180304,1.0
E09000005,6.339633,5.0
E10000034,13.010848,10.0
E06000001,4.8976045,10.0
E08000032,20.255444,17.0
E06000015,3.94705,5.0
E06000037,3.5644336,1.0
E09000010,4.6088576,1.0
E06000039,5.203462,0.0
E08000017,10.996944,0.0
E10000028,24.266924,18.0
E06000020,6.029729,1.0
E06000036,4.167134,2.0
