n,o,l
hautes_pyrenees,3.476403,9.0
paris,104.61705,79.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,1.6226027,5.0
ardeche,0.27901262,10.0
doubs,5.305043,13.0
aube,11.476483,8.0
essonne,59.707787,58.0
meurthe_et_moselle,1.6554564,11.0
drome,1.155892,3.0
dordogne,0.0,0.0
moselle,31.605942,25.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,81.36486,43.0
pas_de_calais,14.715955,16.0
marne,10.497195,8.0
puy_de_dome,6.0849323,0.0
mayenne,0.0,1.0
val_de_marne,63.48846,58.0
pyrenees_atlantiques,13.1485815,27.0
bas_rhin,0.5574262,5.0
herault,26.603437,33.0
bouches_du_rhone,93.05363,56.0
alpes_maritimes,3.4557574,5.0
charente,0.0,0.0
eure,22.338799,28.0
correze,0.0,0.0
haute_savoie,11.292172,4.0
seine_et_marne,53.921146,95.0
rhone,13.739602,5.0
ain,6.048662,7.0
haute_garonne,3.2436843,4.0
jura,1.9557703,4.0
saone_et_loire,9.224638,7.0
indre,9.266578,18.0
pyrenees_orientales,0.0,2.0
ardennes,0.085340336,2.0
haut_rhin,33.791714,16.0
haute_saone,3.9816704,10.0
meuse,0.61934054,1.0
isere,0.22837298,2.0
territoire_de_belfort,2.144638,1.0
cher,8.868159,4.0
loir_et_cher,0.0,0.0
seine_maritime,11.982793,3.0
val_d'oise,34.398666,30.0
aisne,18.889648,8.0
oise,45.671375,11.0
cote_d'or,1.4712294,1.0
vosges,16.279238,3.0
nord,14.396272,13.0
gironde,10.223714,2.0
yonne,0.0,4.0
lot_et_garonne,0.0,0.0
yvelines,28.072721,49.0
gers,0.5848774,3.0
savoie,0.15269066,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,3.0
haute_marne,0.0,0.0
eure_et_loir,25.191519,9.0
seine_saint_denis,76.161095,82.0
maine_et_loire,0.0,0.0
manche,0.88255966,3.0
calvados,2.0017626,0.0
somme,15.023714,9.0
nievre,2.033619,4.0
vienne,0.0,1.0
cantal,0.0,3.0
tarn_et_garonne,3.2379885,0.0
haute_loire,0.0,1.0
indre_et_loire,0.684765,1.0
vaucluse,15.783518,12.0
var,1.9482988,4.0
orne,0.040431496,2.0
haute_vienne,0.0,2.0
aude,3.8773947,1.0
loiret,12.492795,3.0
gard,5.5708127,5.0
