n,o,l
hautes_pyrenees,8.07836,2.0
paris,63.317444,35.0
loire,0.0,10.0
landes,0.0,0.0
charente_maritime,7.8586683,5.0
ardeche,0.8668134,2.0
doubs,3.4345043,0.0
aube,9.385507,5.0
essonne,48.615013,35.0
meurthe_et_moselle,3.8461163,3.0
drome,0.4264409,5.0
dordogne,0.0,0.0
moselle,29.24111,6.0
tarn,0.02309031,1.0
lot,0.0,0.0
hauts_de_seine,41.97519,17.0
pas_de_calais,10.2718525,10.0
marne,4.723568,0.0
puy_de_dome,2.6074226,1.0
mayenne,0.0,0.0
val_de_marne,36.6373,40.0
pyrenees_atlantiques,9.119032,5.0
bas_rhin,0.01302373,2.0
herault,6.378099,23.0
bouches_du_rhone,59.402588,32.0
alpes_maritimes,5.365473,2.0
charente,0.0,0.0
eure,12.321716,12.0
correze,0.0,0.0
haute_savoie,9.365406,33.0
seine_et_marne,41.168358,47.0
rhone,2.9069002,18.0
ain,12.45052,13.0
haute_garonne,2.0309021,6.0
jura,4.7253523,4.0
saone_et_loire,5.1499844,5.0
indre,5.4425707,34.0
pyrenees_orientales,0.0,0.0
ardennes,1.5970529,1.0
haut_rhin,23.135103,1.0
haute_saone,4.645237,2.0
meuse,0.56928957,2.0
isere,0.92374724,1.0
territoire_de_belfort,1.1510688,0.0
cher,7.506151,1.0
loir_et_cher,0.0,0.0
seine_maritime,7.298979,6.0
val_d'oise,18.362812,9.0
aisne,5.9654512,13.0
oise,23.82254,16.0
cote_d'or,0.120343044,3.0
vosges,4.210375,0.0
nord,9.861908,8.0
gironde,4.038024,1.0
yonne,0.0,1.0
lot_et_garonne,0.0,0.0
yvelines,20.245634,21.0
gers,1.0949872,4.0
savoie,0.0,1.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,22.625,6.0
seine_saint_denis,41.738007,25.0
maine_et_loire,0.0,0.0
manche,2.8666492,2.0
calvados,1.5890845,0.0
somme,6.3353333,12.0
nievre,7.3846807,1.0
vienne,0.0,1.0
cantal,0.0,2.0
tarn_et_garonne,3.4560792,2.0
haute_loire,0.0,1.0
indre_et_loire,0.11739768,4.0
vaucluse,7.906727,7.0
var,4.7058296,3.0
orne,0.23764604,5.0
haute_vienne,0.0,2.0
aude,2.9370608,2.0
loiret,5.330991,2.0
gard,5.634197,1.0
