n,o,l
hautes_pyrenees,4.2014265,2.0
paris,124.17862,188.0
loire,0.21684323,1.0
landes,0.5013514,0.0
charente_maritime,1.9085954,3.0
ardeche,0.82622135,0.0
doubs,5.5787377,11.0
aube,13.064288,26.0
essonne,76.51738,178.0
meurthe_et_moselle,5.13392,16.0
drome,1.5770564,0.0
dordogne,0.2534236,0.0
moselle,43.254845,0.0
tarn,0.26523125,6.0
lot,0.35067627,0.0
hauts_de_seine,98.22026,112.0
pas_de_calais,17.845406,31.0
marne,14.329204,14.0
puy_de_dome,7.232942,10.0
mayenne,0.1361563,1.0
val_de_marne,76.175514,101.0
pyrenees_atlantiques,15.442857,0.0
bas_rhin,0.67571986,6.0
herault,30.238312,23.0
bouches_du_rhone,101.6965,156.0
alpes_maritimes,4.0094666,10.0
charente,0.22198938,2.0
eure,30.146038,37.0
correze,0.14148436,1.0
haute_savoie,13.526653,43.0
seine_et_marne,65.72306,133.0
rhone,13.0783415,13.0
ain,9.720538,10.0
haute_garonne,3.1175919,12.0
jura,2.6744,36.0
saone_et_loire,9.555831,12.0
indre,9.813274,8.0
pyrenees_orientales,0.43589792,2.0
ardennes,1.2924321,0.0
haut_rhin,40.14332,4.0
haute_saone,4.935591,12.0
meuse,2.0994103,6.0
isere,0.41712624,12.0
territoire_de_belfort,3.409811,5.0
cher,10.351602,14.0
loir_et_cher,0.3325056,2.0
seine_maritime,13.902905,32.0
val_d'oise,41.02119,53.0
aisne,21.134996,15.0
oise,54.471973,63.0
cote_d'or,2.2887342,2.0
vosges,17.45722,11.0
nord,22.62436,19.0
gironde,12.075672,12.0
yonne,1.0024657,0.0
lot_et_garonne,0.20947276,0.0
yvelines,34.133602,72.0
gers,0.9531169,4.0
savoie,0.5930897,2.0
loire_atlantique,0.24971817,0.0
alpes_de_haute_provence,0.5150111,2.0
haute_marne,0.294279,2.0
eure_et_loir,28.065676,113.0
seine_saint_denis,93.48442,123.0
maine_et_loire,0.40126374,0.0
manche,1.2510304,8.0
calvados,3.626077,2.0
somme,17.990019,15.0
nievre,2.93462,4.0
vienne,0.23096503,2.0
cantal,0.15986812,0.0
tarn_et_garonne,4.0896506,0.0
haute_loire,0.21467899,1.0
indre_et_loire,0.8699129,2.0
vaucluse,19.04754,9.0
var,3.2335749,31.0
orne,0.20464371,3.0
haute_vienne,0.32085034,5.0
aude,6.5775676,15.0
loiret,14.873276,15.0
gard,8.389743,35.0
