n,o,l
E06000013,1.131802,19.0
E06000054,11.178149,9.0
E08000027,24.437431,20.0
E10000024,35.155464,41.0
E06000042,13.723559,13.0
E09000023,40.605457,27.0
E08000010,20.054415,38.0
E09000020,11.656353,8.0
E06000051,6.28709,21.0
E10000014,95.10058,86.0
E06000057,1.9440038,7.0
E06000005,25.873562,25.0
E06000055,6.8516555,16.0
E08000008,13.7897415,11.0
E08000019,65.71884,38.0
E08000005,12.204021,16.0
E08000021,31.424353,17.0
E08000033,5.10162,8.0
E09000016,25.913769,8.0
E08000031,15.586569,27.0
E09000006,39.95143,22.0
E06000045,12.471359,20.0
E06000034,8.322043,4.0
E10000003,21.457552,26.0
E06000052,14.989527,14.0
E08000034,18.16771,11.0
E09000027,6.846255,5.0
E06000016,22.617395,11.0
E06000006,11.682341,10.0
E08000024,49.54082,38.0
E10000006,73.4189,31.0
E08000013,26.311424,22.0
E09000018,25.807625,11.0
E06000021,6.3913817,16.0
E06000002,20.405884,17.0
E09000009,6.3517137,20.0
E06000009,30.412224,17.0
E10000021,54.029068,15.0
E10000027,8.84012,34.0
E10000002,22.758514,29.0
E10000018,31.157593,34.0
E09000001,0.0,0.0
E10000007,32.600166,38.0
E08000026,19.918247,20.0
E10000015,91.86195,48.0
E08000023,12.114809,24.0
E06000049,24.279486,31.0
E08000003,37.011192,15.0
E08000025,110.16856,93.0
E09000029,20.11542,15.0
E09000017,19.444748,19.0
E09000002,15.085653,9.0
E10000032,32.371586,41.0
E10000020,33.304222,55.0
E08000022,20.20351,12.0
E08000004,17.20147,20.0
E08000007,29.338928,20.0
E06000056,15.285435,22.0
E06000033,11.834346,1.0
E10000030,89.92049,62.0
E06000040,2.4004297,7.0
E10000008,22.859718,31.0
E09000021,33.52307,25.0
E08000014,11.448439,9.0
E06000014,3.4767914,12.0
E10000016,97.1605,182.0
E06000008,6.6081705,5.0
E10000023,28.100517,20.0
E10000017,115.2603,82.0
E09000015,28.2542,18.0
E08000011,18.701675,26.0
E06000041,5.69874,27.0
E08000035,32.912384,50.0
E06000035,22.216518,25.0
E10000011,15.91073,20.0
E06000012,0.39538425,9.0
E06000047,36.796196,39.0
E06000007,19.71511,13.0
E10000029,28.03224,31.0
E06000030,6.9603057,11.0
E06000038,8.179248,19.0
E08000009,22.531475,11.0
E06000011,7.879541,13.0
E08000015,41.094406,30.0
E06000043,10.430034,15.0
E10000025,59.207634,47.0
E06000018,13.767553,21.0
E10000013,37.441246,26.0
E08000037,27.258713,20.0
E08000002,11.834934,31.0
E06000026,4.979044,7.0
E06000017,0.0,0.0
E06000027,0.18217023,16.0
E06000022,0.2435132,6.0
E10000031,38.088417,26.0
E06000024,2.4499674,18.0
E06000046,0.22845697,1.0
E09000026,24.844238,9.0
E06000050,30.107025,31.0
E06000059,6.4386344,9.0
E06000031,1.4306535,11.0
E10000019,22.797401,22.0
E06000044,3.4197514,8.0
E09000008,60.06677,19.0
E08000030,32.54731,34.0
E10000012,100.00942,45.0
E09000022,40.16844,10.0
E06000003,7.138347,6.0
E06000004,11.341095,2.0
E08000018,14.082935,21.0
E08000036,17.53601,12.0
E09000003,49.352924,14.0
E08000016,9.426639,15.0
E09000004,21.09412,10.0
E08000001,21.47289,26.0
E08000012,56.553688,34.0
E06000032,21.2106,24.0
E09000005,57.53301,28.0
E10000034,30.967499,50.0
E06000001,0.37897402,0.0
E08000032,24.154959,32.0
E06000015,16.949104,11.0
E06000037,6.3279023,10.0
E09000010,22.151175,30.0
E06000039,5.1645055,10.0
E08000017,6.846372,19.0
E10000028,50.981194,47.0
E06000020,2.8869617,10.0
E06000036,2.6055312,6.0
