n,o,l
avila,27.879183,24.0
cadiz,30.758753,7.0
ciudad_real,171.09627,88.0
soria,38.015797,6.0
huelva,10.977782,12.0
bizkaia,153.19766,35.0
jaen,27.074228,12.0
guadalajara,31.861935,55.0
badajoz,29.42209,13.0
leon,111.29371,94.0
malaga,44.568012,15.0
segovia,77.66721,43.0
albacete,34.19714,23.0
gipuzkoa,56.622337,14.0
alicante,63.487587,40.0
burgos,52.74807,27.0
tarragona,0.26465827,13.0
cuenca,38.084003,33.0
valladolid,129.71237,31.0
toledo,33.944992,10.0
caceres,72.57815,77.0
araba/alava,104.616104,38.0
girona,0.256671,0.0
zamora,22.82648,501.0
cordoba,29.299364,10.0
barcelona,712.5549,3.0
lleida,41.934784,12.0
castellon,42.418026,10.0
valencia,103.913,83.0
granada,33.08791,55.0
salamanca,55.361057,70.0
almeria,14.304263,3.0
palencia,17.552153,30.0
sevilla,46.888287,16.0
