n,o,l
E06000013,2.268714,12.0
E06000054,16.82938,10.0
E08000027,26.486456,27.0
E10000024,35.576813,14.0
E06000042,17.763926,5.0
E09000023,40.74817,6.0
E08000010,23.416937,26.0
E09000020,14.203263,6.0
E06000051,12.131775,8.0
E10000014,90.32088,60.0
E06000057,4.9108677,25.0
E06000005,26.731281,8.0
E06000055,10.510583,11.0
E08000008,17.692247,8.0
E08000019,65.189964,59.0
E08000005,16.584269,10.0
E08000021,32.095,17.0
E08000033,8.968212,4.0
E09000016,28.08499,9.0
E08000031,17.724104,12.0
E09000006,38.45936,15.0
E06000045,15.862767,3.0
E06000034,11.650346,8.0
E10000003,24.662207,13.0
E06000052,17.981915,12.0
E08000034,20.374853,3.0
E09000027,11.36707,15.0
E06000016,23.865957,6.0
E06000006,17.227293,32.0
E08000024,50.57648,23.0
E10000006,69.61655,9.0
E08000013,28.72277,10.0
E09000018,26.739126,12.0
E06000021,1.2895855,23.0
E06000002,24.541363,22.0
E09000009,11.6069765,13.0
E06000009,30.634016,25.0
E10000021,52.528748,13.0
E10000027,13.292048,18.0
E10000002,25.064585,16.0
E10000018,29.415297,0.0
E09000001,2.9739783,5.0
E10000007,28.665087,7.0
E08000026,20.50261,12.0
E10000015,84.87431,38.0
E08000023,17.363516,13.0
E06000049,25.45085,24.0
E08000003,38.927742,29.0
E08000025,102.93828,58.0
E09000029,7.686282,3.0
E09000017,26.597326,15.0
E09000002,17.630262,6.0
E10000032,36.129772,27.0
E10000020,35.892258,17.0
E08000022,21.788012,39.0
E08000004,20.01808,24.0
E08000007,31.682726,23.0
E06000056,18.351988,11.0
E06000033,15.941131,1.0
E10000030,84.63916,47.0
E06000040,7.358041,2.0
E10000008,25.381205,14.0
E09000021,35.927986,12.0
E08000014,16.226805,12.0
E06000014,7.626398,4.0
E10000016,90.37796,101.0
E06000008,11.741642,14.0
E10000023,30.619751,18.0
E10000017,108.671646,75.0
E09000015,29.727695,13.0
E08000011,21.745352,5.0
E06000041,8.625437,4.0
E08000035,34.604694,33.0
E06000035,23.338415,17.0
E10000011,17.707699,14.0
E06000012,3.6510658,2.0
E06000047,36.849632,46.0
E06000007,22.7878,11.0
E10000029,30.292664,62.0
E06000030,11.654467,6.0
E06000038,12.85107,5.0
E08000009,24.827246,13.0
E06000011,13.705714,12.0
E08000015,44.009315,19.0
E06000043,14.459825,12.0
E10000025,58.364166,34.0
E06000018,17.670006,2.0
E10000013,39.14445,32.0
E08000037,29.125969,26.0
E08000002,18.351246,17.0
E06000026,9.456236,2.0
E06000017,6.1162796,0.0
E06000027,5.3811684,3.0
E06000022,2.3934934,4.0
E10000031,39.81694,42.0
E06000024,7.6729865,6.0
E06000046,2.4528942,3.0
E09000026,27.15452,5.0
E06000050,33.354782,13.0
E06000059,7.955879,8.0
E06000031,7.7228622,1.0
E10000019,28.43907,14.0
E06000044,9.79361,5.0
E09000008,58.099407,24.0
E08000030,32.896225,12.0
E10000012,93.9523,40.0
E09000022,39.14945,11.0
E06000003,13.177968,4.0
E06000004,16.237806,6.0
E08000018,15.810083,22.0
E08000036,21.813272,13.0
E09000003,49.096725,13.0
E08000016,7.5454235,9.0
E09000004,23.815031,9.0
E08000001,24.862886,17.0
E08000012,56.611195,19.0
E06000032,23.667257,33.0
E09000005,56.647533,24.0
E10000034,32.878113,33.0
E06000001,6.125062,11.0
E08000032,27.408987,20.0
E06000015,16.179148,3.0
E06000037,11.913611,14.0
E09000010,24.30297,10.0
E06000039,10.819623,8.0
E08000017,4.4489183,18.0
E10000028,50.12782,46.0
E06000020,8.978989,17.0
E06000036,5.1419573,16.0
