n,o,l
hautes_pyrenees,2.3833957,2.0
paris,129.78151,188.0
loire,0.0,1.0
landes,0.0,0.0
charente_maritime,1.2486175,3.0
ardeche,0.0,0.0
doubs,2.2898054,11.0
aube,8.597051,26.0
essonne,57.662178,178.0
meurthe_et_moselle,3.7795,16.0
drome,1.0252657,0.0
dordogne,0.0,0.0
moselle,26.679392,0.0
tarn,0.0,6.0
lot,0.0,0.0
hauts_de_seine,100.82934,112.0
pas_de_calais,9.18009,31.0
marne,12.430874,14.0
puy_de_dome,5.961011,10.0
mayenne,0.0,1.0
val_de_marne,64.65245,101.0
pyrenees_atlantiques,16.259226,0.0
bas_rhin,1.6098174,6.0
herault,35.734024,23.0
bouches_du_rhone,94.398415,156.0
alpes_maritimes,9.349563,10.0
charente,0.0,2.0
eure,11.162555,37.0
correze,0.0,1.0
haute_savoie,14.007321,43.0
seine_et_marne,52.397034,133.0
rhone,6.4796567,13.0
ain,2.7364933,10.0
haute_garonne,5.7274156,12.0
jura,0.29672685,36.0
saone_et_loire,4.5202017,12.0
indre,7.02617,8.0
pyrenees_orientales,0.0,2.0
ardennes,0.34626827,0.0
haut_rhin,42.092148,4.0
haute_saone,2.3113601,12.0
meuse,0.70545256,6.0
isere,0.09747855,12.0
territoire_de_belfort,1.3569938,5.0
cher,4.4414873,14.0
loir_et_cher,0.0,2.0
seine_maritime,11.398484,32.0
val_d'oise,45.588623,53.0
aisne,14.382945,15.0
oise,53.96843,63.0
cote_d'or,1.8920823,2.0
vosges,16.033663,11.0
nord,11.420806,19.0
gironde,13.477962,12.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
yvelines,30.081154,72.0
gers,0.6323589,4.0
savoie,0.0,2.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,2.0
haute_marne,0.0,2.0
eure_et_loir,17.500599,113.0
seine_saint_denis,92.59963,123.0
maine_et_loire,0.0,0.0
manche,0.97516173,8.0
calvados,2.793368,2.0
somme,12.968683,15.0
nievre,1.9692804,4.0
vienne,0.0,2.0
cantal,0.0,0.0
tarn_et_garonne,0.0,0.0
haute_loire,0.0,1.0
indre_et_loire,0.5566389,2.0
vaucluse,3.756751,9.0
var,12.701287,31.0
orne,0.0,3.0
haute_vienne,0.0,5.0
aude,3.8138206,15.0
loiret,12.748085,15.0
gard,9.200219,35.0
