n,o,l
E06000013,2.338875,3.0
E06000054,14.759024,5.0
E08000027,22.522364,27.0
E10000024,27.71272,18.0
E06000042,16.218088,17.0
E09000023,33.650555,8.0
E08000010,12.207326,24.0
E09000020,18.986097,10.0
E06000051,11.66061,6.0
E10000014,62.94814,83.0
E06000057,2.3085349,4.0
E06000005,11.464597,24.0
E06000055,13.872316,17.0
E08000008,9.266174,10.0
E08000019,69.2333,57.0
E08000005,14.524459,18.0
E08000021,24.699245,29.0
E08000033,5.1923614,12.0
E09000016,17.89571,26.0
E08000031,40.86433,23.0
E09000006,13.418968,9.0
E06000045,11.72042,4.0
E06000034,21.18709,24.0
E10000003,12.614944,12.0
E06000052,11.74245,12.0
E08000034,20.551699,8.0
E09000027,16.672491,20.0
E06000016,3.899572,12.0
E06000006,13.35026,37.0
E08000024,53.47349,34.0
E10000006,13.594828,12.0
E08000013,25.720741,16.0
E09000018,6.494762,24.0
E06000021,7.4644194,17.0
E06000002,2.2031543,17.0
E09000009,40.8643,45.0
E06000009,26.810122,27.0
E10000021,8.2645855,16.0
E10000027,19.911543,26.0
E10000002,26.251602,27.0
E10000018,2.0835063,0.0
E09000001,5.8999133,4.0
E10000007,35.95834,26.0
E08000026,20.761997,15.0
E10000015,61.670048,76.0
E08000023,5.503925,18.0
E06000049,13.0162945,29.0
E08000003,18.135458,37.0
E08000025,84.95711,64.0
E09000029,23.380503,14.0
E09000017,26.41247,20.0
E09000002,16.784376,10.0
E10000032,24.96309,26.0
E10000020,9.47385,8.0
E08000022,21.906088,48.0
E08000004,16.382313,48.0
E08000007,14.225872,32.0
E06000056,13.628386,18.0
E06000033,9.1786785,10.0
E10000030,65.4644,82.0
E06000040,8.964598,2.0
E10000008,13.788921,28.0
E09000021,15.619344,14.0
E08000014,15.906857,10.0
E06000014,2.887397,6.0
E10000016,59.007908,125.0
E06000008,3.436189,12.0
E10000023,18.821802,24.0
E10000017,51.447853,73.0
E09000015,37.39833,27.0
E08000011,8.257101,12.0
E06000041,7.3623776,16.0
E08000035,23.955206,47.0
E06000035,16.482431,23.0
E10000011,14.164879,18.0
E06000012,3.119239,4.0
E06000047,15.409616,56.0
E06000007,6.603165,28.0
E10000029,20.842106,33.0
E06000030,3.5835793,14.0
E06000038,7.119484,14.0
E08000009,14.086239,23.0
E06000011,4.4407454,22.0
E08000015,14.6960745,30.0
E06000043,11.82342,11.0
E10000025,29.17351,70.0
E06000018,14.290642,13.0
E10000013,20.670809,63.0
E08000037,5.7798963,33.0
E08000002,11.464467,20.0
E06000026,3.4349253,13.0
E06000017,1.6864059,1.0
E06000027,3.9908977,5.0
E06000022,4.464811,16.0
E10000031,28.69313,30.0
E06000024,1.322541,4.0
E06000046,2.723362,5.0
E09000026,23.59659,10.0
E06000050,11.710937,25.0
E06000059,8.837724,12.0
E06000031,5.2827897,4.0
E10000019,17.430216,29.0
E06000044,11.828297,9.0
E09000008,50.143627,25.0
E08000030,25.765192,21.0
E10000012,70.52275,57.0
E09000022,45.446453,16.0
E06000003,8.173722,9.0
E06000004,5.4491706,6.0
E08000018,16.60851,22.0
E08000036,12.653588,14.0
E09000003,54.73978,21.0
E08000016,20.045275,25.0
E09000004,21.282915,14.0
E08000001,7.0004454,29.0
E08000012,33.010128,34.0
E06000032,14.920895,22.0
E09000005,53.95573,39.0
E10000034,25.949272,31.0
E06000001,1.7542486,4.0
E08000032,15.324736,18.0
E06000015,20.5029,12.0
E06000037,8.394913,13.0
E09000010,27.419699,24.0
E06000039,13.996388,14.0
E08000017,10.02019,4.0
E10000028,40.124653,60.0
E06000020,7.28713,7.0
E06000036,22.954275,25.0
