n,o,l
avila,29.923792,64.0
cadiz,17.717722,11.0
ciudad_real,70.82437,88.0
soria,19.250679,66.0
huelva,14.545576,3.0
bizkaia,78.54302,222.0
jaen,17.251211,8.0
guadalajara,35.019066,32.0
badajoz,17.408361,3.0
leon,55.711723,27.0
malaga,22.93688,17.0
segovia,50.901337,15.0
albacete,25.4172,30.0
gipuzkoa,23.423372,30.0
alicante,30.759254,11.0
burgos,31.935015,42.0
tarragona,30.276468,16.0
cuenca,39.803658,47.0
valladolid,44.82371,49.0
toledo,56.984035,140.0
caceres,34.029823,4.0
araba/alava,31.723867,94.0
girona,38.688847,87.0
zamora,14.810621,1.0
cordoba,16.074919,3.0
barcelona,537.58936,268.0
lleida,25.4877,27.0
castellon,19.144703,5.0
valencia,73.1666,24.0
granada,48.3322,32.0
salamanca,44.144505,42.0
almeria,12.980509,6.0
palencia,23.099133,36.0
sevilla,25.88849,12.0
