n,o,l
hautes_pyrenees,1.008678,9.0
paris,84.86285,79.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,0.2044201,5.0
ardeche,0.0,10.0
doubs,4.0226407,13.0
aube,11.428497,8.0
essonne,66.70956,58.0
meurthe_et_moselle,4.4068546,11.0
drome,0.0,3.0
dordogne,0.0,0.0
moselle,29.459044,25.0
tarn,0.09761479,0.0
lot,0.0,0.0
hauts_de_seine,55.85034,43.0
pas_de_calais,12.882607,16.0
marne,6.174988,8.0
puy_de_dome,3.1164525,0.0
mayenne,0.0,1.0
val_de_marne,50.498024,58.0
pyrenees_atlantiques,5.2178717,27.0
bas_rhin,0.42045537,5.0
herault,12.739402,33.0
bouches_du_rhone,81.40616,56.0
alpes_maritimes,6.219187,5.0
charente,0.0,0.0
eure,17.160244,28.0
correze,0.0,0.0
haute_savoie,12.168822,4.0
seine_et_marne,54.092155,95.0
rhone,7.192479,5.0
ain,4.5372367,7.0
haute_garonne,3.398617,4.0
jura,8.015958,4.0
saone_et_loire,6.467722,7.0
indre,6.7900257,18.0
pyrenees_orientales,0.0,2.0
ardennes,1.1320512,2.0
haut_rhin,18.24526,16.0
haute_saone,2.8717952,10.0
meuse,0.6147218,1.0
isere,1.9916401,2.0
territoire_de_belfort,1.2252204,1.0
cher,9.322236,4.0
loir_et_cher,0.0,0.0
seine_maritime,10.6356735,3.0
val_d'oise,24.499546,30.0
aisne,10.369122,8.0
oise,31.821157,11.0
cote_d'or,0.0,1.0
vosges,7.790449,3.0
nord,11.772352,13.0
gironde,4.6462913,2.0
yonne,0.0,4.0
lot_et_garonne,0.0,0.0
yvelines,28.219814,49.0
gers,0.69357306,3.0
savoie,0.0,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,3.0
haute_marne,0.0,0.0
eure_et_loir,35.410324,9.0
seine_saint_denis,55.039703,82.0
maine_et_loire,0.0,0.0
manche,1.2744278,3.0
calvados,1.7180381,0.0
somme,8.634552,9.0
nievre,7.258131,4.0
vienne,0.0,1.0
cantal,0.0,3.0
tarn_et_garonne,3.6690395,0.0
haute_loire,0.0,1.0
indre_et_loire,0.094898105,1.0
vaucluse,8.162624,12.0
var,8.963588,4.0
orne,0.0,2.0
haute_vienne,0.0,2.0
aude,4.460524,1.0
loiret,8.1387825,3.0
gard,8.768641,5.0
