n,o,l
hautes_pyrenees,1.1970614,6.0
paris,161.50139,138.0
loire,0.88422436,1.0
landes,0.75353205,3.0
charente_maritime,3.6538553,5.0
ardeche,6.837867,0.0
doubs,4.352484,7.0
aube,6.1888013,24.0
essonne,65.22961,54.0
meurthe_et_moselle,7.4755154,4.0
drome,13.099841,2.0
dordogne,1.6530781,0.0
moselle,10.174316,50.0
tarn,0.932443,1.0
lot,0.51781136,2.0
hauts_de_seine,110.41634,131.0
pas_de_calais,6.1962504,16.0
marne,10.799948,17.0
puy_de_dome,5.022206,10.0
mayenne,0.51774967,0.0
val_de_marne,34.82092,86.0
pyrenees_atlantiques,6.695285,17.0
bas_rhin,7.025438,2.0
herault,71.71156,41.0
bouches_du_rhone,143.70277,114.0
alpes_maritimes,7.749439,7.0
charente,0.5239138,0.0
eure,4.9475965,10.0
correze,0.7504716,1.0
haute_savoie,36.120205,19.0
seine_et_marne,30.37446,64.0
rhone,4.8285108,18.0
ain,3.551419,4.0
haute_garonne,11.766579,8.0
jura,2.3803837,6.0
saone_et_loire,4.4134874,10.0
indre,5.423874,18.0
pyrenees_orientales,0.73973095,0.0
ardennes,0.6680839,2.0
haut_rhin,20.404272,59.0
haute_saone,13.347121,7.0
meuse,2.326592,6.0
isere,16.128832,1.0
territoire_de_belfort,3.4386222,6.0
cher,10.647095,12.0
loir_et_cher,5.773476,2.0
seine_maritime,16.609133,15.0
val_d'oise,107.872314,57.0
aisne,6.0635896,22.0
oise,33.18086,74.0
cote_d'or,6.288758,6.0
vosges,17.676062,29.0
nord,9.058984,8.0
gironde,18.965824,21.0
yonne,3.596181,0.0
lot_et_garonne,0.51739424,0.0
yvelines,38.47839,46.0
gers,1.6391233,6.0
savoie,1.6500267,0.0
loire_atlantique,0.82452387,1.0
alpes_de_haute_provence,0.81454384,2.0
haute_marne,0.87395906,3.0
eure_et_loir,13.585159,28.0
seine_saint_denis,86.544235,133.0
maine_et_loire,0.0,0.0
manche,6.080662,2.0
calvados,13.508675,6.0
somme,11.231275,24.0
nievre,0.9695404,10.0
vienne,1.6795716,2.0
cantal,0.877782,2.0
tarn_et_garonne,2.0611484,3.0
haute_loire,0.6161781,0.0
indre_et_loire,6.396294,3.0
vaucluse,19.634216,20.0
var,11.549353,4.0
orne,2.7592819,1.0
haute_vienne,1.6864313,3.0
aude,9.146042,9.0
loiret,10.990309,19.0
gard,5.076713,19.0
