n,o,l
hautes_pyrenees,3.354528,10.0
paris,141.14015,115.0
loire,0.0,10.0
landes,0.0,1.0
charente_maritime,3.025705,2.0
ardeche,0.68102425,4.0
doubs,5.0868087,7.0
aube,12.125502,21.0
essonne,64.420944,41.0
meurthe_et_moselle,6.3468633,2.0
drome,1.5141108,3.0
dordogne,0.0,0.0
moselle,30.785097,7.0
tarn,0.0,1.0
lot,0.0,1.0
hauts_de_seine,107.7223,83.0
pas_de_calais,11.3203,21.0
marne,14.77004,15.0
puy_de_dome,6.4856124,18.0
mayenne,0.0,1.0
val_de_marne,70.69737,62.0
pyrenees_atlantiques,20.70089,25.0
bas_rhin,4.616387,1.0
herault,40.063087,14.0
bouches_du_rhone,107.06657,112.0
alpes_maritimes,13.631556,0.0
charente,0.0,0.0
eure,10.437111,31.0
correze,0.0,0.0
haute_savoie,20.627054,7.0
seine_et_marne,51.804993,99.0
rhone,7.8246894,6.0
ain,4.1664824,12.0
haute_garonne,8.401766,5.0
jura,1.0655873,2.0
saone_et_loire,5.860619,11.0
indre,11.3236065,13.0
pyrenees_orientales,0.0,1.0
ardennes,0.9397579,1.0
haut_rhin,55.102627,18.0
haute_saone,4.8636556,24.0
meuse,1.5136518,0.0
isere,1.3831758,3.0
territoire_de_belfort,2.7171323,2.0
cher,10.105678,10.0
loir_et_cher,0.0,0.0
seine_maritime,13.048988,12.0
val_d'oise,58.469257,34.0
aisne,18.919994,17.0
oise,53.929173,41.0
cote_d'or,2.3502898,1.0
vosges,19.079987,9.0
nord,11.019732,17.0
gironde,15.991112,7.0
yonne,0.0,4.0
lot_et_garonne,0.0,0.0
yvelines,37.442284,52.0
gers,1.507922,12.0
savoie,0.0,0.0
loire_atlantique,0.4232542,0.0
alpes_de_haute_provence,0.22112769,2.0
haute_marne,0.0,0.0
eure_et_loir,18.532867,19.0
seine_saint_denis,98.61566,77.0
maine_et_loire,0.0,0.0
manche,1.8777382,8.0
calvados,3.9638753,3.0
somme,14.902945,23.0
nievre,3.6639948,8.0
vienne,0.0,0.0
cantal,0.0,1.0
tarn_et_garonne,0.0,0.0
haute_loire,0.17044264,6.0
indre_et_loire,1.8015194,4.0
vaucluse,14.971546,11.0
var,6.7074027,7.0
orne,0.0,3.0
haute_vienne,0.0,0.0
aude,5.473174,0.0
loiret,16.040972,1.0
gard,10.501341,10.0
