n,o,l
hautes_pyrenees,8.035233,1.0
paris,86.146736,35.0
loire,4.721494,0.0
landes,2.3349895,0.0
charente_maritime,5.804583,2.0
ardeche,11.570735,0.0
doubs,15.218657,9.0
aube,14.77673,10.0
essonne,51.630836,64.0
meurthe_et_moselle,6.741245,4.0
drome,8.109042,0.0
dordogne,2.7896118,0.0
moselle,17.17537,25.0
tarn,2.5894315,1.0
lot,2.0478623,0.0
hauts_de_seine,78.6775,21.0
pas_de_calais,33.265945,17.0
marne,15.394426,4.0
puy_de_dome,11.748238,2.0
mayenne,0.0,2.0
val_de_marne,48.442795,38.0
pyrenees_atlantiques,22.826859,9.0
bas_rhin,12.997345,18.0
herault,38.257416,21.0
bouches_du_rhone,108.70167,34.0
alpes_maritimes,20.736637,5.0
charente,0.6709527,0.0
eure,56.740692,8.0
correze,0.85971767,0.0
haute_savoie,29.126278,5.0
seine_et_marne,62.883446,38.0
rhone,24.47915,10.0
ain,24.626095,5.0
haute_garonne,11.181298,1.0
jura,4.8288794,5.0
saone_et_loire,9.933307,3.0
indre,9.526459,17.0
pyrenees_orientales,6.960417,3.0
ardennes,5.8525457,4.0
haut_rhin,45.01213,8.0
haute_saone,8.045496,5.0
meuse,4.4889555,3.0
isere,8.198044,0.0
territoire_de_belfort,10.799231,3.0
cher,19.3538,7.0
loir_et_cher,3.9493852,0.0
seine_maritime,12.700176,7.0
val_d'oise,41.045013,28.0
aisne,38.95254,15.0
oise,34.51976,11.0
cote_d'or,3.5342336,1.0
vosges,28.768473,0.0
nord,19.26174,16.0
gironde,14.758408,9.0
yonne,7.372815,1.0
lot_et_garonne,3.3332272,0.0
yvelines,35.336338,18.0
gers,6.460772,4.0
savoie,2.6672125,0.0
loire_atlantique,1.7027066,0.0
alpes_de_haute_provence,1.7436696,2.0
haute_marne,3.4740753,1.0
eure_et_loir,42.272476,7.0
seine_saint_denis,65.43693,82.0
maine_et_loire,0.0,0.0
manche,7.8377337,0.0
calvados,6.9796114,0.0
somme,18.103012,14.0
nievre,6.0012546,7.0
vienne,3.0056899,0.0
cantal,2.370687,2.0
tarn_et_garonne,2.7057958,1.0
haute_loire,0.7875774,1.0
indre_et_loire,11.179991,0.0
vaucluse,16.957916,5.0
var,6.323964,0.0
orne,2.3148274,1.0
haute_vienne,7.1183734,6.0
aude,16.595148,3.0
loiret,22.962341,2.0
gard,13.567616,5.0
