n,o,l
avila,19.77485,38.0
cadiz,11.220825,16.0
ciudad_real,69.344154,99.0
soria,16.444082,13.0
huelva,5.40331,5.0
bizkaia,78.53743,195.0
jaen,12.577941,35.0
guadalajara,24.813438,38.0
badajoz,11.101235,7.0
leon,50.3047,108.0
malaga,20.886982,98.0
segovia,37.758358,75.0
albacete,20.458279,18.0
gipuzkoa,17.848587,64.0
alicante,25.043554,34.0
burgos,26.696283,45.0
tarragona,17.841978,32.0
cuenca,36.61118,15.0
valladolid,41.25868,132.0
toledo,71.55937,85.0
caceres,32.90492,30.0
araba/alava,21.3173,66.0
girona,18.55861,209.0
zamora,7.4253645,795.0
cordoba,13.891378,19.0
barcelona,525.5586,21.0
lleida,20.053373,25.0
castellon,15.300455,14.0
valencia,62.47959,116.0
granada,27.787138,43.0
salamanca,33.737385,115.0
almeria,5.0272646,21.0
palencia,9.87302,18.0
sevilla,19.237461,19.0
