n,o,l
hautes_pyrenees,0.0,3.0
paris,165.9784,80.0
loire,0.0,0.0
landes,0.0,0.0
charente_maritime,1.7881746,0.0
ardeche,6.3440027,0.0
doubs,2.0546124,1.0
aube,3.333223,0.0
essonne,65.60315,28.0
meurthe_et_moselle,6.6389313,0.0
drome,12.429646,0.0
dordogne,0.16724329,0.0
moselle,9.892786,0.0
tarn,0.0,0.0
lot,0.0,0.0
hauts_de_seine,112.002426,35.0
pas_de_calais,4.290553,2.0
marne,9.690186,6.0
puy_de_dome,3.2575228,7.0
mayenne,0.0,0.0
val_de_marne,34.410164,17.0
pyrenees_atlantiques,5.3561735,3.0
bas_rhin,5.3265843,0.0
herault,72.784386,15.0
bouches_du_rhone,148.82225,19.0
alpes_maritimes,7.546689,1.0
charente,0.0,0.0
eure,2.4944444,1.0
correze,0.0,0.0
haute_savoie,38.361015,2.0
seine_et_marne,30.538708,21.0
rhone,17.206247,1.0
ain,6.408886,1.0
haute_garonne,11.741842,0.0
jura,0.6799468,0.0
saone_et_loire,2.4471538,0.0
indre,3.2152922,0.0
pyrenees_orientales,0.0,0.0
ardennes,0.0,0.0
haut_rhin,23.681618,3.0
haute_saone,13.755938,1.0
meuse,1.0437886,0.0
isere,16.497076,0.0
territoire_de_belfort,1.6616626,0.0
cher,7.349995,2.0
loir_et_cher,3.550841,0.0
seine_maritime,14.938021,1.0
val_d'oise,109.499374,6.0
aisne,4.4805136,1.0
oise,32.294422,24.0
cote_d'or,3.6121562,0.0
vosges,16.994696,3.0
nord,6.733206,4.0
gironde,18.892962,3.0
yonne,1.960958,0.0
lot_et_garonne,0.0,0.0
yvelines,39.068287,3.0
gers,0.5692241,1.0
savoie,0.21496834,0.0
loire_atlantique,0.0,0.0
alpes_de_haute_provence,0.0,0.0
haute_marne,0.0,0.0
eure_et_loir,12.795277,1.0
seine_saint_denis,86.49362,32.0
maine_et_loire,0.0,0.0
manche,3.8457203,0.0
calvados,11.9736595,0.0
somme,10.238845,6.0
nievre,0.0,1.0
vienne,0.0,0.0
cantal,0.0,1.0
tarn_et_garonne,1.106841,1.0
haute_loire,0.0,0.0
indre_et_loire,4.575906,0.0
vaucluse,19.086851,0.0
var,9.609075,0.0
orne,1.1384864,0.0
haute_vienne,0.008183618,0.0
aude,8.450197,0.0
loiret,9.60071,4.0
gard,2.7484694,2.0
