n,o,l
avila,34.092766,53.0
cadiz,33.12897,19.0
ciudad_real,0.035222266,0.0
soria,33.540554,21.0
huelva,12.581754,4.0
bizkaia,228.24825,114.0
jaen,30.948257,39.0
guadalajara,0.035220202,0.0
badajoz,16.618116,17.0
leon,50.407036,54.0
malaga,65.13303,16.0
segovia,73.96931,104.0
albacete,0.0352202,0.0
gipuzkoa,40.4574,28.0
alicante,92.583855,46.0
burgos,27.539963,18.0
tarragona,33.079147,140.0
cuenca,0.03521692,0.0
valladolid,60.69371,42.0
toledo,64.93773,69.0
caceres,48.526897,4.0
araba/alava,0.0352202,0.0
girona,136.51686,40.0
zamora,847.5549,1012.0
cordoba,17.562176,1.0
barcelona,61.56229,9.0
lleida,34.472202,40.0
castellon,42.713093,17.0
valencia,130.22952,87.0
granada,52.00022,49.0
salamanca,75.41956,60.0
almeria,18.555199,0.0
palencia,22.778305,14.0
sevilla,66.383934,50.0
